"FASE","sBIB","SYMBOOL","SYMBOOL_alt","ID","opt","STATUS","VRKL_KORT","VRKL_LANG"
"","SAL","SAL-AANKLEDING_AUTO1_ZIJAANZICHT-D","SAL:SAL-AANKLEDING_AUTO1_ZIJAANZICHT","45","D","*","",""
"","SAL","SAL-AANKLEDING_VRACHTAUTO_BOVENAANZICHT_18.5","SAL:SAL-AANKLEDING_VRACHTAUTO_BOVENAANZICHT_18.","80","","*","",""
"","SAL","SAL-AANKLEDING_VOETGANGER_MK_VOORAANZICHT-D","SAL:SAL-AANKLEDING_VOETGANGER_MK_VOORAANZICHT","2985","D","*","",""
"","SAL","SAL-AANKLEDING_BUS_ACHTERAANZICHT-D","SAL:SAL-AANKLEDING_BUS_ACHTERAANZICHT","50","D","*","",""
"","SAL","SAL-AANKLEDING_TRAM_VOORAANZICHT-D","SAL:SAL-AANKLEDING_TRAM_VOORAANZICHT","70","D","*","",""
"","SAL","SAL-AANKLEDING_TRACTOR_ACHTERAANZICHT-D","SAL:SAL-AANKLEDING_TRACTOR_ACHTERAANZICHT","66","D","*","",""
"","SAL","SAL-AANKLEDING_VRACHTAUTO_ZIJAANZICHT_9.5-D","SAL:SAL-AANKLEDING_VRACHTAUTO_ZIJAANZICHT_9.5","77","D","*","",""
"","SAL","SAL-AANKLEDING_FIETSTER_ACHTERAANZICHT-D","SAL:SAL-AANKLEDING_FIETSTER_ACHTERAANZICHT","60","D","*","",""
"","SAL","SAL-AANKLEDING_MOTOR_VOORAANZICHT-D","SAL:SAL-AANKLEDING_MOTOR_VOORAANZICHT","64","D","*","",""
"","SAL","SAL-AANKLEDING_VOETGANGER3_VOORAANZICHT-D","SAL:SAL-AANKLEDING_VOETGANGER3_VOORAANZICHT","2981","D","*","",""
"","SAL","SAL-AANKLEDING_AUTO2_VOORAANZICHT-D","SAL:SAL-AANKLEDING_AUTO2_VOORAANZICHT","48","D","*","",""
"","SAL","SAL-AANKLEDING_VOETGANGER_VROUW_ZIJAANZICHT-D","SAL:SAL-AANKLEDING_VOETGANGER_VROUW_ZIJAANZICHT","2989","D","*","",""
"","SAL","SAL-AANKLEDING_AUTO1_ACHTERAANZICHT-D","SAL:SAL-AANKLEDING_AUTO1_ACHTERAANZICHT","42","D","*","",""
"","SAL","SAL-AANKLEDING_TREIN3_VOORAANZICHT-D","SAL:SAL-AANKLEDING_TREIN3_VOORAANZICHT","73","D","*","",""
"","SAL","SAL-AANKLEDING_FIETSTER_VOORAANZICHT-D","SAL:SAL-AANKLEDING_FIETSTER_VOORAANZICHT","61","D","*","",""
"","SAL","SAL-TEKENBLAD_A0_841X1890-SO","SAL:SAL-TEKENBLAD_A0_841X1890","6","SO","*","",""
"","SAL","SAL-TEKENBLAD_A1_594X1680-SO","SAL:SAL-TEKENBLAD_A1_594X1680","14","SO","*","",""
"","SAL","SAL-TEKENBLAD_A1_594X1470-SO","SAL:SAL-TEKENBLAD_A1_594X1470","13","SO","*","",""
"","SAL","SAL-TEKENBLAD_A1.0-SO","SAL:SAL-TEKENBLAD_A1.0","18","SO","*","",""
"","SAL","SAL-TEKENBLAD_A2_420X1050-SO","SAL:SAL-TEKENBLAD_A2_420X1050","20","SO","*","",""
"","SAL","SAL-TEKENBLAD_A2-SO","SAL:SAL-TEKENBLAD_A2","19","SO","*","",""
"","SAL","SAL-TEKENBLAD_A1_594X2100-SO","SAL:SAL-TEKENBLAD_A1_594X2100","16","SO","*","",""
"","SAL","SAL-TEKENBLAD_A3.0-SO","SAL:SAL-TEKENBLAD_A3.0","37","SO","*","",""
"","SAL","SAL-TEKENBLAD_A1_841X594-SO","SAL:SAL-TEKENBLAD_A1_841X594","17","SO","*","",""
"","SAL","SAL-TEKENBLAD_A0_841X1680-SO","SAL:SAL-TEKENBLAD_A0_841X1680","5","SO","*","",""
"","SAL","SAL-TEKENBLAD_A1_594X1050-SO","SAL:SAL-TEKENBLAD_A1_594X1050","11","SO","*","",""
"","SAL","SAL-TEKENBLAD_A0_841X841-SO","SAL:SAL-TEKENBLAD_A0_841X841","8","SO","*","",""
"","SAL","SAL-TEKENBLAD_A1-SO","SAL:SAL-TEKENBLAD_A1","10","SO","*","",""
"","SAL","SAL-TEKENBLAD_A3_297X2100-SO","SAL:SAL-TEKENBLAD_A3_297X2100","35","SO","*","",""
"","SAL","SAL-TEKENBLAD_A3.1-SO","SAL:SAL-TEKENBLAD_A3.1","38","SO","*","",""
"","SAL","SAL-TEKENBLAD_A3_297X1680-SO","SAL:SAL-TEKENBLAD_A3_297X1680","33","SO","*","",""
"","SAL","SAL-TEKENBLAD_A2.0-SO","SAL:SAL-TEKENBLAD_A2.0","27","SO","*","",""
"","SAL","SAL-TEKENBLAD_A1_594X1890-SO","SAL:SAL-TEKENBLAD_A1_594X1890","15","SO","*","",""
"","SAL","SAL-TEKENBLAD_A4_LIGGEND-SO","SAL:SAL-TEKENBLAD_A4_LIGGEND","41","SO","*","",""
"","SAL","SAL-TEKENBLAD_A2_420X1260-SO","SAL:SAL-TEKENBLAD_A2_420X1260","21","SO","*","",""
"","SAL","SAL-TEKENBLAD_A2_594X420-SO","SAL:SAL-TEKENBLAD_A2_594X420","26","SO","*","",""
"","SAL","SAL-TEKENBLAD_A0_1189X841-SO","SAL:SAL-TEKENBLAD_A0_1189X841","9","SO","*","",""
"","SAL","SAL-TEKENBLAD_A2_420X1890-SO","SAL:SAL-TEKENBLAD_A2_420X1890","24","SO","*","",""
"","SAL","SAL-TEKENBLAD_A3_420X297-SO","SAL:SAL-TEKENBLAD_A3_420X297","36","SO","*","",""
"","SAL","SAL-TEKENBLAD_A3_297X1890-SO","SAL:SAL-TEKENBLAD_A3_297X1890","34","SO","*","",""
"","SAL","SAL-TEKENBLAD_A0_841X1050-SO","SAL:SAL-TEKENBLAD_A0_841X1050","2","SO","*","",""
"","SAL","SAL-TEKENBLAD_A0_841X1470-SO","SAL:SAL-TEKENBLAD_A0_841X1470","4","SO","*","",""
"","SAL","SAL-TEKENBLAD_A3-SO","SAL:SAL-TEKENBLAD_A3","29","SO","*","",""
"","SAL","SAL-TEKENBLAD_A2_420X2100-SO","SAL:SAL-TEKENBLAD_A2_420X2100","25","SO","*","",""
"","SAL","SAL-TEKENBLAD_A0-SO","SAL:SAL-TEKENBLAD_A0","1","SO","*","",""
"","SAL","SAL-TEKENBLAD_A3_297X1470-SO","SAL:SAL-TEKENBLAD_A3_297X1470","32","SO","*","",""
"","SAL","SAL-TEKENBLAD_A2_420X1470-SO","SAL:SAL-TEKENBLAD_A2_420X1470","22","SO","*","",""
"","SAL","SAL-TEKENBLAD_AANSLUITING_ANDER_BLAD-SO","SAL:SAL-TEKENBLAD_AANSLUITING_ANDER_BLAD","3002","SO","*","",""
"","SAL","SAL-TEKENBLAD_A4-SO","SAL:SAL-TEKENBLAD_A4","40","SO","*","",""
"","SAL","SAL-TEKENBLAD_A1_594X1260-SO","SAL:SAL-TEKENBLAD_A1_594X1260","12","SO","*","",""
"","SAL","SAL-TEKENBLAD_A2_420X1680-SO","SAL:SAL-TEKENBLAD_A2_420X1680","23","SO","*","",""
"","SAL","SAL-TEKENBLAD_AANSLUITING_ZELFDE_BLAD-SO","SAL:SAL-TEKENBLAD_AANSLUITING_ZELFDE_BLAD","3003","SO","*","",""
"","SAL","SAL-TEKENBLAD_A2.1-SO","SAL:SAL-TEKENBLAD_A2.1","28","SO","*","",""
"","SAL","SAL-TEKENBLAD_A3.2-SO","SAL:SAL-TEKENBLAD_A3.2","39","SO","*","",""
"","SAL","SAL-TEKENBLAD_A3_297X1260-SO","SAL:SAL-TEKENBLAD_A3_297X1260","31","SO","*","",""
"","SAL","SAL-TEKENBLAD_A0_841X1260-SO","SAL:SAL-TEKENBLAD_A0_841X1260","3","SO","*","",""
"","SAL","SAL-TEKENBLAD_A0_841X2100-SO","SAL:SAL-TEKENBLAD_A0_841X2100","7","SO","*","",""
"","SAL","SAL-TEKENBLAD_A3_297X1050-SO","SAL:SAL-TEKENBLAD_A3_297X1050","30","SO","*","",""
"","SAL","SAL-COORDINAAT_PIJL_LINKSONDER-SO","SAL:SAL-COORDINAAT_PIJL_LINKSONDER","2995","SO","*","",""
"","SAL","SAL-COORDINAAT_PUNT_LINKSBOVEN-SO","SAL:SAL-COORDINAAT_PUNT_LINKSBOVEN","2998","SO","*","",""
"","SAL","SAL-COORDINAAT_PUNT_LINKSONDER-SO","SAL:SAL-COORDINAAT_PUNT_LINKSONDER","2999","SO","*","",""
"","SAL","SAL-COORDINAAT_RECHTSBOVEN-SO","SAL:SAL-COORDINAAT_RECHTSBOVEN","3001","SO","*","",""
"","SAL","SAL-COORDINAAT_LINKSBOVEN-SO","SAL:SAL-COORDINAAT_LINKSBOVEN","2991","SO","*","",""
"","SAL","SAL-COORDINAAT_PIJL_LINKSBOVEN-SO","SAL:SAL-COORDINAAT_PIJL_LINKSBOVEN","2994","SO","*","",""
"","SAL","SAL-COORDINAAT_PIJL_RECHTSBOVEN-SO","SAL:SAL-COORDINAAT_PIJL_RECHTSBOVEN","2993","SO","*","",""
"","SAL","SAL-COORDINAAT_PUNT_RECHTSONDER-SO","SAL:SAL-COORDINAAT_PUNT_RECHTSONDER","3000","SO","*","",""
"","SAL","SAL-COORDINAAT_PIJL_RECHTSONDER-SO","SAL:SAL-COORDINAAT_PIJL_RECHTSONDER","2996","SO","*","",""
"","SAL","SAL-COORDINAAT_RECHTSONDER-SO","SAL:SAL-COORDINAAT_RECHTSONDER","2990","SO","*","",""
"","SAL","SAL-COORDINAAT_LINKSONDER-SO","SAL:SAL-COORDINAAT_LINKSONDER","2992","SO","*","",""
"","SAL","SAL-COORDINAAT_PUNT_RECHTSBOVEN-SO","SAL:SAL-COORDINAAT_PUNT_RECHTSBOVEN","2997","SO","*","",""
"","SGR","SGR-BOS_LOOF_KL-SO","SGR:SGR-BOS_LOOF_KL","3464","SO","*","",""
"","SGR","SGR-BOS_GEMENGD_KL-SO","SGR:SGR-BOS_GEMENGD_KL","3463","SO","*","",""
"","SGR","SGR-BOS-SO","SGR:SGR-BOS","504","SO","*","",""
"V","SGR","V-SGR-BOS_LOOF-SO","SGR:V-SGR-BOS_LOOF","410","SO","*","",""
"V","SGR","V-SGR-BOS_NAALD_KL-SO","SGR:V-SGR-BOS_NAALD_KL","3502","SO","*","",""
"V","SGR","V-SGR-BOS_GEMENGD-SO","SGR:V-SGR-BOS_GEMENGD","409","SO","*","",""
"V","SGR","V-SGR-BOS_LOOF_KL-SO","SGR:V-SGR-BOS_LOOF_KL","3501","SO","*","",""
"V","SGR","V-SGR-BOS-SO","SGR:V-SGR-BOS","412","SO","*","",""
"","SGR","SGR-BOS_KL-SO","SGR:SGR-BOS_KL","3462","SO","*","",""
"","SGR","SGR-BOS_GEMENGD-SO","SGR:SGR-BOS_GEMENGD","501","SO","*","",""
"","SGR","SGR-BOS_LOOF-SO","SGR:SGR-BOS_LOOF","502","SO","*","",""
"V","SGR","V-SGR-BOS_KL-SO","SGR:V-SGR-BOS_KL","3499","SO","*","",""
"V","SGR","V-SGR-BOS_NAALD-SO","SGR:V-SGR-BOS_NAALD","411","SO","*","",""
"","SGR","SGR-BOS_NAALD-SO","SGR:SGR-BOS_NAALD","503","SO","*","",""
"","SGR","SGR-BOS_NAALD_KL-SO","SGR:SGR-BOS_NAALD_KL","3465","SO","*","",""
"V","SGR","V-SGR-BOS_GEMENGD_KL-SO","SGR:V-SGR-BOS_GEMENGD_KL","3500","SO","*","",""
"","SGR","SGR-BOOM_S03_B_ZIJ-D","SGR:SGR-BOOM_S03_B_ZIJ","577","D","*","",""
"","SGR","SGR-BOOM_S05_F_ZIJ-D","SGR:SGR-BOOM_S05_F_ZIJ","588","D","*","",""
"B","SGR","B-SGR-BOOM_1E GROOTTE","SGR:B-SGR-BOOM_1E GROOTT","3031","","*","",""
"V","SGR","V-SGR-BOOM_01","SGR:V-SGR-BOOM_0","368","","*","",""
"V","SGR","V-SGR-BOOM_01","SGR:V-SGR-BOOM_0","370","","*","",""
"V","SGR","V-SGR-BOOM_01","SGR:V-SGR-BOOM_0","365","","*","",""
"V","SGR","V-SGR-BOOM_01","SGR:V-SGR-BOOM_0","367","","*","",""
"V","SGR","V-SGR-BOOM_01","SGR:V-SGR-BOOM_0","369","","*","",""
"V","SGR","V-SGR-BOOM_01","SGR:V-SGR-BOOM_0","363","","*","",""
"V","SGR","V-SGR-BOOM_01","SGR:V-SGR-BOOM_0","371","","*","",""
"V","SGR","V-SGR-BOOM_01","SGR:V-SGR-BOOM_0","366","","*","",""
"V","SGR","V-SGR-BOOM_01","SGR:V-SGR-BOOM_0","364","","*","",""
"V","SGR","V-SGR-BOOM_40","SGR:V-SGR-BOOM_4","403","","*","",""
"V","SGR","V-SGR-BOOM_40","SGR:V-SGR-BOOM_4","402","","*","",""
"","SGR","SGR-BOOM_S10_A_ZIJ-D","SGR:SGR-BOOM_S10_A_ZIJ","616","D","*","",""
"","SGR","SGR-BOOM_01","SGR:SGR-BOOM_0","456","","*","",""
"","SGR","SGR-BOOM_01","SGR:SGR-BOOM_0","460","","*","",""
"","SGR","SGR-BOOM_01","SGR:SGR-BOOM_0","461","","*","",""
"","SGR","SGR-BOOM_01","SGR:SGR-BOOM_0","459","","*","",""
"","SGR","SGR-BOOM_01","SGR:SGR-BOOM_0","457","","*","",""
"","SGR","SGR-BOOM_01","SGR:SGR-BOOM_0","463","","*","",""
"","SGR","SGR-BOOM_01","SGR:SGR-BOOM_0","462","","*","",""
"","SGR","SGR-BOOM_01","SGR:SGR-BOOM_0","455","","*","",""
"","SGR","SGR-BOOM_01","SGR:SGR-BOOM_0","458","","*","",""
"","SGR","SGR-BOOM_S02_B_ZIJ-D","SGR:SGR-BOOM_S02_B_ZIJ","570","D","*","",""
"","SGR","SGR-BOOM_S01_N_ZIJ-D","SGR:SGR-BOOM_S01_N_ZIJ","557","D","*","",""
"","SGR","SGR-BOOM_S09_E_ZIJ-D","SGR:SGR-BOOM_S09_E_ZIJ","614","D","*","",""
"V","SGR","V-SGR-BOOM_3E GROOTTE","SGR:V-SGR-BOOM_3E GROOTT","3061","","*","",""
"","SGR","SGR-BOOM_VERPLANTEN_STAM-SO","SGR:SGR-BOOM_VERPLANTEN_STAM","500","SO","*","",""
"","SGR","SGR-BOOM_20","SGR:SGR-BOOM_2","480","","*","",""
"","SGR","SGR-BOOM_20","SGR:SGR-BOOM_2","474","","*","",""
"","SGR","SGR-BOOM_20","SGR:SGR-BOOM_2","482","","*","",""
"","SGR","SGR-BOOM_20","SGR:SGR-BOOM_2","477","","*","",""
"","SGR","SGR-BOOM_20","SGR:SGR-BOOM_2","478","","*","",""
"","SGR","SGR-BOOM_20","SGR:SGR-BOOM_2","476","","*","",""
"","SGR","SGR-BOOM_20","SGR:SGR-BOOM_2","483","","*","",""
"","SGR","SGR-BOOM_20","SGR:SGR-BOOM_2","479","","*","",""
"","SGR","SGR-BOOM_20","SGR:SGR-BOOM_2","475","","*","",""
"","SGR","SGR-BOOM_20","SGR:SGR-BOOM_2","481","","*","",""
"","SGR","SGR-BOOM_S05_A_ZIJ-D","SGR:SGR-BOOM_S05_A_ZIJ","583","D","*","",""
"","SGR","SGR-BOOM_S01_J_ZIJ-D","SGR:SGR-BOOM_S01_J_ZIJ","553","D","*","",""
"","SGR","SGR-BOOM_S03_C_ZIJ-D","SGR:SGR-BOOM_S03_C_ZIJ","578","D","*","",""
"","SGR","SGR-BOOM_S04_A_ZIJ-D","SGR:SGR-BOOM_S04_A_ZIJ","580","D","*","",""
"","SGR","SGR-BOOM_S09_F_ZIJ-D","SGR:SGR-BOOM_S09_F_ZIJ","615","D","*","",""
"","SGR","SGR-BOOM_SNOEIEN-SO","SGR:SGR-BOOM_SNOEIEN","3047","SO","*","",""
"","SGR","SGR-BOOM_S11_A_ZIJ-D","SGR:SGR-BOOM_S11_A_ZIJ","618","D","*","",""
"B","SGR","B-SGR-BOOM_2E GROOTTE","SGR:B-SGR-BOOM_2E GROOTT","3032","","*","",""
"","SGR","SGR-BOOM_STAM-SO","SGR:SGR-BOOM_STAM","498","SO","*","",""
"V","SGR","V-SGR-BOOM_10","SGR:V-SGR-BOOM_1","380","","*","",""
"V","SGR","V-SGR-BOOM_10","SGR:V-SGR-BOOM_1","375","","*","",""
"V","SGR","V-SGR-BOOM_10","SGR:V-SGR-BOOM_1","377","","*","",""
"V","SGR","V-SGR-BOOM_10","SGR:V-SGR-BOOM_1","379","","*","",""
"V","SGR","V-SGR-BOOM_10","SGR:V-SGR-BOOM_1","378","","*","",""
"V","SGR","V-SGR-BOOM_10","SGR:V-SGR-BOOM_1","374","","*","",""
"V","SGR","V-SGR-BOOM_10","SGR:V-SGR-BOOM_1","373","","*","",""
"V","SGR","V-SGR-BOOM_10","SGR:V-SGR-BOOM_1","372","","*","",""
"V","SGR","V-SGR-BOOM_10","SGR:V-SGR-BOOM_1","376","","*","",""
"V","SGR","V-SGR-BOOM_10","SGR:V-SGR-BOOM_1","381","","*","",""
"","SGR","SGR-BOOM_S03_D_ZIJ-D","SGR:SGR-BOOM_S03_D_ZIJ","579","D","*","",""
"","SGR","SGR-BOOM_KROON-SO","SGR:SGR-BOOM_KROON","497","SO","*","",""
"","SGR","SGR-BOOM_S09_A_ZIJ-D","SGR:SGR-BOOM_S09_A_ZIJ","610","D","*","",""
"","SGR","SGR-BOOM_S02_D_ZIJ-D","SGR:SGR-BOOM_S02_D_ZIJ","572","D","*","",""
"","SGR","SGR-BOOM_S01_W_ZIJ-D","SGR:SGR-BOOM_S01_W_ZIJ","566","D","*","",""
"","SGR","SGR-BOOM_S01_B_ZIJ-D","SGR:SGR-BOOM_S01_B_ZIJ","545","D","*","",""
"","SGR","SGR-BOOM_S05_D_ZIJ-D","SGR:SGR-BOOM_S05_D_ZIJ","586","D","*","",""
"","SGR","SGR-BOOM_S01_T_ZIJ-D","SGR:SGR-BOOM_S01_T_ZIJ","563","D","*","",""
"","SGR","SGR-BOOM_S08_B_ZIJ-D","SGR:SGR-BOOM_S08_B_ZIJ","607","D","*","",""
"","SGR","SGR-BOOM_S04_C_ZIJ-D","SGR:SGR-BOOM_S04_C_ZIJ","582","D","*","",""
"","SGR","SGR-BOOM_S01_L_ZIJ-D","SGR:SGR-BOOM_S01_L_ZIJ","555","D","*","",""
"","SGR","SGR-BOOM_S01_R_ZIJ-D","SGR:SGR-BOOM_S01_R_ZIJ","561","D","*","",""
"V","SGR","V-SGR-BOOM_1E GROOTTE","SGR:V-SGR-BOOM_1E GROOTT","3059","","*","",""
"","SGR","SGR-BOOM_S07_B_ZIJ-D","SGR:SGR-BOOM_S07_B_ZIJ","602","D","*","",""
"","SGR","SGR-BOOM_VERPLANTEN_KROON-SO","SGR:SGR-BOOM_VERPLANTEN_KROON","499","SO","*","",""
"","SGR","SGR-BOOM_S11_B_ZIJ-D","SGR:SGR-BOOM_S11_B_ZIJ","619","D","*","",""
"","SGR","SGR-BOOM_S08_D_ZIJ-D","SGR:SGR-BOOM_S08_D_ZIJ","609","D","*","",""
"V","SGR","V-SGR-BOOM_30","SGR:V-SGR-BOOM_3","400","","*","",""
"V","SGR","V-SGR-BOOM_30","SGR:V-SGR-BOOM_3","399","","*","",""
"V","SGR","V-SGR-BOOM_30","SGR:V-SGR-BOOM_3","397","","*","",""
"V","SGR","V-SGR-BOOM_30","SGR:V-SGR-BOOM_3","393","","*","",""
"V","SGR","V-SGR-BOOM_30","SGR:V-SGR-BOOM_3","392","","*","",""
"V","SGR","V-SGR-BOOM_30","SGR:V-SGR-BOOM_3","395","","*","",""
"V","SGR","V-SGR-BOOM_30","SGR:V-SGR-BOOM_3","396","","*","",""
"V","SGR","V-SGR-BOOM_30","SGR:V-SGR-BOOM_3","401","","*","",""
"V","SGR","V-SGR-BOOM_30","SGR:V-SGR-BOOM_3","394","","*","",""
"V","SGR","V-SGR-BOOM_30","SGR:V-SGR-BOOM_3","398","","*","",""
"","SGR","SGR-BOOM_S01_Q_ZIJ-D","SGR:SGR-BOOM_S01_Q_ZIJ","560","D","*","",""
"","SGR","SGR-BOOM_S01_M_ZIJ-D","SGR:SGR-BOOM_S01_M_ZIJ","556","D","*","",""
"","SGR","SGR-BOOM_S01_E_ZIJ-D","SGR:SGR-BOOM_S01_E_ZIJ","548","D","*","",""
"","SGR","SGR-BOOM_S05_E_ZIJ-D","SGR:SGR-BOOM_S05_E_ZIJ","587","D","*","",""
"","SGR","SGR-BOOM_S05_G_ZIJ-D","SGR:SGR-BOOM_S05_G_ZIJ","589","D","*","",""
"","SGR","SGR-BOOM_30","SGR:SGR-BOOM_3","490","","*","",""
"","SGR","SGR-BOOM_30","SGR:SGR-BOOM_3","492","","*","",""
"","SGR","SGR-BOOM_30","SGR:SGR-BOOM_3","486","","*","",""
"","SGR","SGR-BOOM_30","SGR:SGR-BOOM_3","489","","*","",""
"","SGR","SGR-BOOM_30","SGR:SGR-BOOM_3","493","","*","",""
"","SGR","SGR-BOOM_30","SGR:SGR-BOOM_3","484","","*","",""
"","SGR","SGR-BOOM_30","SGR:SGR-BOOM_3","491","","*","",""
"","SGR","SGR-BOOM_30","SGR:SGR-BOOM_3","485","","*","",""
"","SGR","SGR-BOOM_30","SGR:SGR-BOOM_3","487","","*","",""
"","SGR","SGR-BOOM_30","SGR:SGR-BOOM_3","488","","*","",""
"","SGR","SGR-BOOM_S01_U_ZIJ-D","SGR:SGR-BOOM_S01_U_ZIJ","564","D","*","",""
"","SGR","SGR-BOOM_S10_B_ZIJ-D","SGR:SGR-BOOM_S10_B_ZIJ","617","D","*","",""
"V","SGR","V-SGR-BOOM_STAM-SO","SGR:V-SGR-BOOM_STAM","406","SO","*","",""
"","SGR","SGR-BOOM_S05_B_ZIJ-D","SGR:SGR-BOOM_S05_B_ZIJ","584","D","*","",""
"","SGR","SGR-BOOM_S01_C_ZIJ-D","SGR:SGR-BOOM_S01_C_ZIJ","546","D","*","",""
"V","SGR","V-SGR-BOOM_2E GROOTTE","SGR:V-SGR-BOOM_2E GROOTT","3060","","*","",""
"","SGR","SGR-BOOM_S12_B_ZIJ-D","SGR:SGR-BOOM_S12_B_ZIJ","621","D","*","",""
"V","SGR","V-SGR-BOOM_KROON-SO","SGR:V-SGR-BOOM_KROON","405","SO","*","",""
"","SGR","SGR-BOOM_S01_K_ZIJ-D","SGR:SGR-BOOM_S01_K_ZIJ","554","D","*","",""
"","SGR","SGR-BOOM_S02_A_ZIJ-D","SGR:SGR-BOOM_S02_A_ZIJ","569","D","*","",""
"","SGR","SGR-BOOM_2E GROOTTE","SGR:SGR-BOOM_2E GROOTT","3036","","*","",""
"","SGR","SGR-BOOM_S01_G_ZIJ-D","SGR:SGR-BOOM_S01_G_ZIJ","550","D","*","",""
"B","SGR","B-SGR-BOOM_3E GROOTTE","SGR:B-SGR-BOOM_3E GROOTT","3033","","*","",""
"","SGR","SGR-BOOM_S09_D_ZIJ-D","SGR:SGR-BOOM_S09_D_ZIJ","613","D","*","",""
"V","SGR","V-SGR-BOOM_VERPLANTEN_KROON-SO","SGR:V-SGR-BOOM_VERPLANTEN_KROON","407","SO","*","",""
"","SGR","SGR-BOOM_S09_C_ZIJ-D","SGR:SGR-BOOM_S09_C_ZIJ","612","D","*","",""
"","SGR","SGR-BOOM_VERPLANTEN-SO","SGR:SGR-BOOM_VERPLANTEN","3048","SO","*","",""
"","SGR","SGR-BOOM_S08_A_ZIJ-D","SGR:SGR-BOOM_S08_A_ZIJ","606","D","*","",""
"V","SGR","V-SGR-BOOM_GBKN-SO","SGR:V-SGR-BOOM_GBKN","404","SO","*","",""
"","SGR","SGR-BOOM_S03_A_ZIJ-D","SGR:SGR-BOOM_S03_A_ZIJ","576","D","*","",""
"","SGR","SGR-BOOM_S02_E_ZIJ-D","SGR:SGR-BOOM_S02_E_ZIJ","573","D","*","",""
"","SGR","SGR-BOOM_S01_X_ZIJ-D","SGR:SGR-BOOM_S01_X_ZIJ","567","D","*","",""
"","SGR","SGR-BOOM_S08_C_ZIJ-D","SGR:SGR-BOOM_S08_C_ZIJ","608","D","*","",""
"","SGR","SGR-BOOM_S02_G_ZIJ-D","SGR:SGR-BOOM_S02_G_ZIJ","575","D","*","",""
"","SGR","SGR-BOOM_S01_A_ZIJ-D","SGR:SGR-BOOM_S01_A_ZIJ","544","D","*","",""
"","SGR","SGR-BOOM_S07_E_ZIJ-D","SGR:SGR-BOOM_S07_E_ZIJ","605","D","*","",""
"","SGR","SGR-BOOM_S01_P_ZIJ-D","SGR:SGR-BOOM_S01_P_ZIJ","559","D","*","",""
"","SGR","SGR-BOOM_S01_I_ZIJ-D","SGR:SGR-BOOM_S01_I_ZIJ","552","D","*","",""
"","SGR","SGR-BOOM_40","SGR:SGR-BOOM_4","494","","*","",""
"","SGR","SGR-BOOM_40","SGR:SGR-BOOM_4","495","","*","",""
"","SGR","SGR-BOOM_S09_B_ZIJ-D","SGR:SGR-BOOM_S09_B_ZIJ","611","D","*","",""
"V","SGR","V-SGR-BOOM_20","SGR:V-SGR-BOOM_2","384","","*","",""
"V","SGR","V-SGR-BOOM_20","SGR:V-SGR-BOOM_2","386","","*","",""
"V","SGR","V-SGR-BOOM_20","SGR:V-SGR-BOOM_2","387","","*","",""
"V","SGR","V-SGR-BOOM_20","SGR:V-SGR-BOOM_2","391","","*","",""
"V","SGR","V-SGR-BOOM_20","SGR:V-SGR-BOOM_2","390","","*","",""
"V","SGR","V-SGR-BOOM_20","SGR:V-SGR-BOOM_2","389","","*","",""
"V","SGR","V-SGR-BOOM_20","SGR:V-SGR-BOOM_2","388","","*","",""
"V","SGR","V-SGR-BOOM_20","SGR:V-SGR-BOOM_2","382","","*","",""
"V","SGR","V-SGR-BOOM_20","SGR:V-SGR-BOOM_2","383","","*","",""
"V","SGR","V-SGR-BOOM_20","SGR:V-SGR-BOOM_2","385","","*","",""
"","SGR","SGR-BOOM_S05_C_ZIJ-D","SGR:SGR-BOOM_S05_C_ZIJ","585","D","*","",""
"","SGR","SGR-BOOM_10","SGR:SGR-BOOM_1","473","","*","",""
"","SGR","SGR-BOOM_10","SGR:SGR-BOOM_1","470","","*","",""
"","SGR","SGR-BOOM_10","SGR:SGR-BOOM_1","469","","*","",""
"","SGR","SGR-BOOM_10","SGR:SGR-BOOM_1","472","","*","",""
"","SGR","SGR-BOOM_10","SGR:SGR-BOOM_1","466","","*","",""
"","SGR","SGR-BOOM_10","SGR:SGR-BOOM_1","465","","*","",""
"","SGR","SGR-BOOM_10","SGR:SGR-BOOM_1","464","","*","",""
"","SGR","SGR-BOOM_10","SGR:SGR-BOOM_1","467","","*","",""
"","SGR","SGR-BOOM_10","SGR:SGR-BOOM_1","471","","*","",""
"","SGR","SGR-BOOM_10","SGR:SGR-BOOM_1","468","","*","",""
"","SGR","SGR-BOOM_S01_D_ZIJ-D","SGR:SGR-BOOM_S01_D_ZIJ","547","D","*","",""
"","SGR","SGR-BOOM_S12_A_ZIJ-D","SGR:SGR-BOOM_S12_A_ZIJ","620","D","*","",""
"","SGR","SGR-BOOM_S07_C_ZIJ-D","SGR:SGR-BOOM_S07_C_ZIJ","603","D","*","",""
"","SGR","SGR-BOOM_GBKN-SO","SGR:SGR-BOOM_GBKN","496","SO","*","",""
"","SGR","SGR-BOOM_S02_F_ZIJ-D","SGR:SGR-BOOM_S02_F_ZIJ","574","D","*","",""
"","SGR","SGR-BOOM_S02_C_ZIJ-D","SGR:SGR-BOOM_S02_C_ZIJ","571","D","*","",""
"V","SGR","V-SGR-BOOM_VERPLANTEN_STAM-SO","SGR:V-SGR-BOOM_VERPLANTEN_STAM","408","SO","*","",""
"","SGR","SGR-BOOM_S05_H_ZIJ-D","SGR:SGR-BOOM_S05_H_ZIJ","590","D","*","",""
