"FASE","sBIB","SYMBOOL","SYMBOOL_alt","ID","opt","STATUS","VRKL_KORT","VRKL_LANG"
"","SVH","SVH-KANTOPSLUITING_GELEIDEBAND_100_300X200-D","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_100_300X200","3443","D","*","",""
"","SVH","SVH-KANTOPSLUITING_GELEIDEBAND_70_150X250-D","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_70_150X250","3381","D","*","",""
"","SVH","SVH-KANTOPSLUITING_GELEIDEBAND_190_200X220-D","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_190_200X220","3447","D","*","",""
"","SVH","SVH-KANTOPSLUITING_GELEIDEBAND_60_180 200X250-D","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_60_180 200X250","3379","D","*","",""
"","SVH","SVH-KANTOPSLUITING_GELEIDEBAND_190_200X160-D","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_190_200X160","3445","D","*","",""
"","SVH","SVH-KANTOPSLUITING_GELEIDEBAND_30_80X200-D","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_30_80X200","3453","D","*","",""
"","SVH","SVH-KANTOPSLUITING_GELEIDEBAND_STADSBAND_180_330X400-D","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_STADSBAND_180_330X400","3387","D","*","",""
"","SVH","SVH-KANTOPSLUITING_GELEIDEBAND_60_120X200-D","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_60_120X200","3375","D","*","",""
"","SVH","SVH-KANTOPSLUITING_GELEIDEBAND_60_130 150X250-D","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_60_130 150X250","3377","D","*","",""
"","SVH","SVH-KANTOPSLUITING_GELEIDEBAND_70_200X150-D","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_70_200X150","3383","D","*","",""
"","SVH","SVH-KANTOPSLUITING_GELEIDEBAND_60_120X100-D","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_60_120X100","3373","D","*","",""
"","SVH","SVH-KANTOPSLUITING_GELEIDEBAND_50_200X150-D","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_50_200X150","3369","D","*","",""
"","SVH","SVH-KANTOPSLUITING_GELEIDEBAND_250X240-D","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_250X240","3451","D","*","",""
"","SVH","SVH-KANTOPSLUITING_GELEIDEBAND_70_200X200-D","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_70_200X200","3385","D","*","",""
"","SVH","SVH-KANTOPSLUITING_GELEIDEBAND_100_200X270-D","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_100_200X270","3439","D","*","",""
"","SVH","SVH-KANTOPSLUITING_GELEIDEBAND_100_250X170-D","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_100_250X170","3441","D","*","",""
"","SVH","SVH-KANTOPSLUITING_GELEIDEBAND_250X200-D","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_250X200","3449","D","*","",""
"","SVH","SVH-KANTOPSLUITING_GELEIDEBAND_40_120X250-D","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_40_120X250","3455","D","*","",""
"","SVH","SVH-KANTOPSLUITING_GELEIDEBAND_50_200X200-D","SVH:SVH-KANTOPSLUITING_GELEIDEBAND_50_200X200","3371","D","*","",""
"","SVH","SVH-KANTOPSLUITING_HOEKBLOK_180 200_R50","SVH:SVH-KANTOPSLUITING_HOEKBLOK_180 200_R5","1266","","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_TROTTOIRBAND_180 200X200-D","SVH:B-SVH-KANTOPSLUITING_TROTTOIRBAND_180 200X200","2505","D","*","",""
"","SVH","SVH-KANTOPSLUITING_GAZONBAND_50 150X70X500-D","SVH:SVH-KANTOPSLUITING_GAZONBAND_50 150X70X500","3346","D","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_470 500X100-D","SVH:B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_470 500X100","3420","D","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_GAZONBAND_200X200-D","SVH:B-SVH-KANTOPSLUITING_GAZONBAND_200X200","2441","D","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_INRITBAND_160X600X500-D","SVH:B-SVH-KANTOPSLUITING_INRITBAND_160X600X500","2448","D","*","",""
"","SVH","SVH-KANTOPSLUITING_TROTTOIRBAND_130 150X160-D","SVH:SVH-KANTOPSLUITING_TROTTOIRBAND_130 150X160","2411","D","*","",""
"","SVH","SVH-KANTOPSLUITING_OPSLUITBAND_150X400-D","SVH:SVH-KANTOPSLUITING_OPSLUITBAND_150X400","2376","D","*","",""
"","SVH","SVH-KANTOPSLUITING_SCHEIDINGSBAND_200 450X200-D","SVH:SVH-KANTOPSLUITING_SCHEIDINGSBAND_200 450X200","3407","D","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_280 300-D","SVH:B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_280 300","3240","D","*","",""
"","SVH","SVH-KANTOPSLUITING_GAZONBAND_120X200-D","SVH:SVH-KANTOPSLUITING_GAZONBAND_120X200","2348","D","*","",""
"","SVH","SVH-KANTOPSLUITING_GAZONBAND_100X200-D","SVH:SVH-KANTOPSLUITING_GAZONBAND_100X200","2346","D","*","",""
"","SVH","SVH-KANTOPSLUITING_GAZONBAND_150X400-D","SVH:SVH-KANTOPSLUITING_GAZONBAND_150X400","2350","D","*","",""
"","SVH","SVH-KANTOPSLUITING_GAZONBAND_200X150-D","SVH:SVH-KANTOPSLUITING_GAZONBAND_200X150","2351","D","*","",""
"","SVH","SVH-KANTOPSLUITING_GAZONBAND_200X200-D","SVH:SVH-KANTOPSLUITING_GAZONBAND_200X200","2352","D","*","",""
"","SVH","SVH-KANTOPSLUITING_GAZONBAND_60X200-D","SVH:SVH-KANTOPSLUITING_GAZONBAND_60X200","2353","D","*","",""
"","SVH","SVH-KANTOPSLUITING_GAZONBAND_120X250-D","SVH:SVH-KANTOPSLUITING_GAZONBAND_120X250","2349","D","*","",""
"","SVH","SVH-KANTOPSLUITING_GAZONBAND_100X300-D","SVH:SVH-KANTOPSLUITING_GAZONBAND_100X300","2347","D","*","",""
"","SVH","SVH-KANTOPSLUITING_GAZONBAND_80X200-D","SVH:SVH-KANTOPSLUITING_GAZONBAND_80X200","2354","D","*","",""
"","SVH","SVH-KANTOPSLUITING_GAZONBAND_100X150-D","SVH:SVH-KANTOPSLUITING_GAZONBAND_100X150","2345","D","*","",""
"","SVH","SVH-KANTOPSLUITING_OPSLUITBAND_200X300-D","SVH:SVH-KANTOPSLUITING_OPSLUITBAND_200X300","2378","D","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_230 460X450-D","SVH:B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_230 460X450","3414","D","*","",""
"","SVH","SVH-KANTOPSLUITING_HOEKSTUK_UITWENDIG_180 200X400","SVH:SVH-KANTOPSLUITING_HOEKSTUK_UITWENDIG_180 200X40","1279","","*","",""
"","SVH","SVH-KANTOPSLUITING_AMSTELBAND_200X360-D","SVH:SVH-KANTOPSLUITING_AMSTELBAND_200X360","2426","D","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_STOOTBAND_250X250-D","SVH:B-SVH-KANTOPSLUITING_STOOTBAND_250X250","2498","D","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_130 470X280-D","SVH:B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_130 470X280","3398","D","*","",""
"","SVH","SVH-KANTOPSLUITING_TROTTOIRBAND_ZOABBAND_180 200-D","SVH:SVH-KANTOPSLUITING_TROTTOIRBAND_ZOABBAND_180 200","2429","D","*","",""
"","SVH","SVH-KANTOPSLUITING_VERLOOP_130 150X250_180 200X250_RECHTS","SVH:SVH-KANTOPSLUITING_VERLOOP_130 150X250_180 200X250_RECHT","1294","","*","",""
"","SVH","SVH-KANTOPSLUITING_VERLOOP_180 200X250_40 120X250_LINKS","SVH:SVH-KANTOPSLUITING_VERLOOP_180 200X250_40 120X250_LINK","1299","","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_GELEIDEBAND_100_300X200-D","SVH:B-SVH-KANTOPSLUITING_GELEIDEBAND_100_300X200","3444","D","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_PLAKBAND_130 150X110-D","SVH:B-SVH-KANTOPSLUITING_PLAKBAND_130 150X110","2480","D","*","",""
"","SVH","SVH-KANTOPSLUITING_OPSLUITBAND_150X250-D","SVH:SVH-KANTOPSLUITING_OPSLUITBAND_150X250","2374","D","*","",""
"","SVH","SVH-KANTOPSLUITING_ASFALTBAND_50X200X250-D","SVH:SVH-KANTOPSLUITING_ASFALTBAND_50X200X250","2344","D","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_300X200-D","SVH:B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_300X200","3241","D","*","",""
"","SVH","SVH-KANTOPSLUITING_SCHEIDINGSBAND_110 250X200-D","SVH:SVH-KANTOPSLUITING_SCHEIDINGSBAND_110 250X200","3393","D","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_OPSLUITBAND_150X250-D","SVH:B-SVH-KANTOPSLUITING_OPSLUITBAND_150X250","2463","D","*","",""
"","SVH","SVH-KANTOPSLUITING_SCHEIDINGSBAND_200 400X500-D","SVH:SVH-KANTOPSLUITING_SCHEIDINGSBAND_200 400X500","3405","D","*","",""
"","SVH","SVH-KANTOPSLUITING_HAVENBAND_400X400-D","SVH:SVH-KANTOPSLUITING_HAVENBAND_400X400","2427","D","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_470 500X200-D","SVH:B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_470 500X200","3422","D","*","",""
"","SVH","SVH-KANTOPSLUITING_VERLOOP_120X250_130 150X250_RECHTS","SVH:SVH-KANTOPSLUITING_VERLOOP_120X250_130 150X250_RECHT","1288","","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_PLAKBAND_130 150X140-D","SVH:B-SVH-KANTOPSLUITING_PLAKBAND_130 150X140","2482","D","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_TROTTOIRBAND_180 200X160-D","SVH:B-SVH-KANTOPSLUITING_TROTTOIRBAND_180 200X160","2504","D","*","",""
"","SVH","SVH-KANTOPSLUITING_SCHEIDINGSBAND_220 440X160-D","SVH:SVH-KANTOPSLUITING_SCHEIDINGSBAND_220 440X160","3409","D","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_OPSLUITBAND_300X250-D","SVH:B-SVH-KANTOPSLUITING_OPSLUITBAND_300X250","2468","D","*","",""
"","SVH","SVH-KANTOPSLUITING_VERLOOP_180 200X250_50 200X200_RECHTS","SVH:SVH-KANTOPSLUITING_VERLOOP_180 200X250_50 200X200_RECHT","1302","","*","",""
"","SVH","SVH-KANTOPSLUITING_HOEKSTUK_UITWENDIG_70X200","SVH:SVH-KANTOPSLUITING_HOEKSTUK_UITWENDIG_70X20","1281","","*","",""
"","SVH","SVH-KANTOPSLUITING_STOOTBAND_150X200-D","SVH:SVH-KANTOPSLUITING_STOOTBAND_150X200","2407","D","*","",""
"","SVH","SVH-KANTOPSLUITING_HOEKSTUK_INWENDIG_70X200","SVH:SVH-KANTOPSLUITING_HOEKSTUK_INWENDIG_70X20","1273","","*","",""
"","SVH","SVH-KANTOPSLUITING_SCHEIDINGSBAND_280 300-D","SVH:SVH-KANTOPSLUITING_SCHEIDINGSBAND_280 300","3351","D","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_TROTTOIRBAND_130 250-D","SVH:B-SVH-KANTOPSLUITING_TROTTOIRBAND_130 250","3243","D","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_GAZONBAND_100X200-D","SVH:B-SVH-KANTOPSLUITING_GAZONBAND_100X200","2435","D","*","",""
"","SVH","SVH-KANTOPSLUITING_RWS_110 220X250-D","SVH:SVH-KANTOPSLUITING_RWS_110 220X250","2403","D","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_GELEIDEBAND_3740-D","SVH:B-SVH-KANTOPSLUITING_GELEIDEBAND_3740","2444","D","*","",""
"","SVH","SVH-KANTOPSLUITING_OPSLUITBAND_150X300-D","SVH:SVH-KANTOPSLUITING_OPSLUITBAND_150X300","2375","D","*","",""
"","SVH","SVH-KANTOPSLUITING_INRITBAND_160X600X500-D","SVH:SVH-KANTOPSLUITING_INRITBAND_160X600X500","2359","D","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_RWS_110 220X200-D","SVH:B-SVH-KANTOPSLUITING_RWS_110 220X200","2491","D","*","",""
"","SVH","SVH-KANTOPSLUITING_TROTTOIRBAND_75 150X200-D","SVH:SVH-KANTOPSLUITING_TROTTOIRBAND_75 150X200","2420","D","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_GELEIDEBAND_60_130 150X250-D","SVH:B-SVH-KANTOPSLUITING_GELEIDEBAND_60_130 150X250","3378","D","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_80 160X100-D","SVH:B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_80 160X100","3426","D","*","",""
"","SVH","SVH-KANTOPSLUITING_HOEKBLOK_INWENDIG_180 200X45_ROND","SVH:SVH-KANTOPSLUITING_HOEKBLOK_INWENDIG_180 200X45_RON","2753","","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_GAZONBAND_50 150X70X500-D","SVH:B-SVH-KANTOPSLUITING_GAZONBAND_50 150X70X500","3233","D","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_INRITBAND_160X450X500-D","SVH:B-SVH-KANTOPSLUITING_INRITBAND_160X450X500","2446","D","*","",""
"","SVH","SVH-KANTOPSLUITING_TALUDBAND_380X300-D","SVH:SVH-KANTOPSLUITING_TALUDBAND_380X300","2428","D","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_GELEIDEBAND_70_150X250-D","SVH:B-SVH-KANTOPSLUITING_GELEIDEBAND_70_150X250","3382","D","*","",""
"","SVH","SVH-KANTOPSLUITING_SCHEIDINGSBAND_200 250X350-D","SVH:SVH-KANTOPSLUITING_SCHEIDINGSBAND_200 250X350","3403","D","*","",""
"","SVH","SVH-KANTOPSLUITING_SCHEIDINGSBAND_110 250-D","SVH:SVH-KANTOPSLUITING_SCHEIDINGSBAND_110 250","3350","D","*","",""
"","SVH","SVH-KANTOPSLUITING_SCHEIDINGSBAND_110 220-D","SVH:SVH-KANTOPSLUITING_SCHEIDINGSBAND_110 220","3349","D","*","",""
"","SVH","SVH-KANTOPSLUITING_SCHEIDINGSBAND_260 300X160-D","SVH:SVH-KANTOPSLUITING_SCHEIDINGSBAND_260 300X160","3415","D","*","",""
"","SVH","SVH-KANTOPSLUITING_SCHEIDINGSBAND_230 460X450-D","SVH:SVH-KANTOPSLUITING_SCHEIDINGSBAND_230 460X450","3413","D","*","",""
"","SVH","SVH-KANTOPSLUITING_SCHEIDINGSBAND_360 400X200-D","SVH:SVH-KANTOPSLUITING_SCHEIDINGSBAND_360 400X200","3417","D","*","",""
"","SVH","SVH-KANTOPSLUITING_SCHEIDINGSBAND_160 200X180-D","SVH:SVH-KANTOPSLUITING_SCHEIDINGSBAND_160 200X180","3401","D","*","",""
"","SVH","SVH-KANTOPSLUITING_SCHEIDINGSBAND_100 300X70-D","SVH:SVH-KANTOPSLUITING_SCHEIDINGSBAND_100 300X70","3391","D","*","",""
"","SVH","SVH-KANTOPSLUITING_SCHEIDINGSBAND_80 160X100-D","SVH:SVH-KANTOPSLUITING_SCHEIDINGSBAND_80 160X100","3425","D","*","",""
"","SVH","SVH-KANTOPSLUITING_SCHEIDINGSBAND_150 390X130-D","SVH:SVH-KANTOPSLUITING_SCHEIDINGSBAND_150 390X130","3399","D","*","",""
"","SVH","SVH-KANTOPSLUITING_SCHEIDINGSBAND_470 500X100-D","SVH:SVH-KANTOPSLUITING_SCHEIDINGSBAND_470 500X100","3419","D","*","",""
"","SVH","SVH-KANTOPSLUITING_SCHEIDINGSBAND_130 470X280-D","SVH:SVH-KANTOPSLUITING_SCHEIDINGSBAND_130 470X280","3397","D","*","",""
"","SVH","SVH-KANTOPSLUITING_SCHEIDINGSBAND_50 250X120-D","SVH:SVH-KANTOPSLUITING_SCHEIDINGSBAND_50 250X120","3423","D","*","",""
"","SVH","SVH-KANTOPSLUITING_SCHEIDINGSBAND_220 440X250-D","SVH:SVH-KANTOPSLUITING_SCHEIDINGSBAND_220 440X250","3411","D","*","",""
"","SVH","SVH-KANTOPSLUITING_SCHEIDINGSBAND_180 200-D","SVH:SVH-KANTOPSLUITING_SCHEIDINGSBAND_180 200","2405","D","*","",""
"","SVH","SVH-KANTOPSLUITING_SCHEIDINGSBAND_115 345X200-D","SVH:SVH-KANTOPSLUITING_SCHEIDINGSBAND_115 345X200","3395","D","*","",""
"","SVH","SVH-KANTOPSLUITING_SCHEIDINGSBAND_470 500X200-D","SVH:SVH-KANTOPSLUITING_SCHEIDINGSBAND_470 500X200","3421","D","*","",""
"","SVH","SVH-KANTOPSLUITING_SCHEIDINGSBAND_110 220X130 150-D","SVH:SVH-KANTOPSLUITING_SCHEIDINGSBAND_110 220X130 150","2404","D","*","",""
"","SVH","SVH-KANTOPSLUITING_SCHEIDINGSBAND_300X200-D","SVH:SVH-KANTOPSLUITING_SCHEIDINGSBAND_300X200","3352","D","*","",""
"","SVH","SVH-KANTOPSLUITING_SCHEIDINGSBAND_100 300X100-D","SVH:SVH-KANTOPSLUITING_SCHEIDINGSBAND_100 300X100","3389","D","*","",""
"","SVH","SVH-KANTOPSLUITING_OPSLUITBAND_120X250-D","SVH:SVH-KANTOPSLUITING_OPSLUITBAND_120X250","2373","D","*","",""
"","SVH","SVH-KANTOPSLUITING_OPSLUITBAND_60X200-D","SVH:SVH-KANTOPSLUITING_OPSLUITBAND_60X200","2382","D","*","",""
"","SVH","SVH-KANTOPSLUITING_OPSLUITBAND_100X400-D","SVH:SVH-KANTOPSLUITING_OPSLUITBAND_100X400","2372","D","*","",""
"","SVH","SVH-KANTOPSLUITING_OPSLUITBAND_100X150-D","SVH:SVH-KANTOPSLUITING_OPSLUITBAND_100X150","2369","D","*","",""
"","SVH","SVH-KANTOPSLUITING_OPSLUITBAND_50X150-D","SVH:SVH-KANTOPSLUITING_OPSLUITBAND_50X150","2380","D","*","",""
"","SVH","SVH-KANTOPSLUITING_OPSLUITBAND_70 200-D","SVH:SVH-KANTOPSLUITING_OPSLUITBAND_70 200","3347","D","*","",""
"","SVH","SVH-KANTOPSLUITING_OPSLUITBAND_300X250-D","SVH:SVH-KANTOPSLUITING_OPSLUITBAND_300X250","2379","D","*","",""
"","SVH","SVH-KANTOPSLUITING_OPSLUITBAND_100X200-D","SVH:SVH-KANTOPSLUITING_OPSLUITBAND_100X200","2370","D","*","",""
"","SVH","SVH-KANTOPSLUITING_OPSLUITBAND_200X250-D","SVH:SVH-KANTOPSLUITING_OPSLUITBAND_200X250","2377","D","*","",""
"","SVH","SVH-KANTOPSLUITING_OPSLUITBAND_80X200-D","SVH:SVH-KANTOPSLUITING_OPSLUITBAND_80X200","2383","D","*","",""
"","SVH","SVH-KANTOPSLUITING_OPSLUITBAND_100X300-D","SVH:SVH-KANTOPSLUITING_OPSLUITBAND_100X300","2371","D","*","",""
"","SVH","SVH-KANTOPSLUITING_INRITBAND_160X500X500-D","SVH:SVH-KANTOPSLUITING_INRITBAND_160X500X500","2358","D","*","",""
"","SVH","SVH-KANTOPSLUITING_INRITBAND_200X650X300-D","SVH:SVH-KANTOPSLUITING_INRITBAND_200X650X300","2362","D","*","",""
"","SVH","SVH-KANTOPSLUITING_INRITBAND_200X600X300-D","SVH:SVH-KANTOPSLUITING_INRITBAND_200X600X300","2361","D","*","",""
"","SVH","SVH-KANTOPSLUITING_INRITBAND_160X450X500-D","SVH:SVH-KANTOPSLUITING_INRITBAND_160X450X500","2357","D","*","",""
"","SVH","SVH-KANTOPSLUITING_INRITBAND_170X520-D","SVH:SVH-KANTOPSLUITING_INRITBAND_170X520","2360","D","*","",""
"","SVH","SVH-KANTOPSLUITING_INRITBAND_160X450-D","SVH:SVH-KANTOPSLUITING_INRITBAND_160X450","2356","D","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_SIGNALERINGSBAND_OOG_180 200X160-D","SVH:B-SVH-KANTOPSLUITING_SIGNALERINGSBAND_OOG_180 200X160","2477","D","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_BUSHALTEBAND-D","SVH:B-SVH-KANTOPSLUITING_BUSHALTEBAND","3343","D","*","",""
"","SVH","SVH-KANTOPSLUITING_RWS_ZOABBAND_110 220X250-D","SVH:SVH-KANTOPSLUITING_RWS_ZOABBAND_110 220X250","2706","D","*","",""
"","SVH","SVH-KANTOPSLUITING_PWS_250 130X200-D","SVH:SVH-KANTOPSLUITING_PWS_250 130X200","2396","D","*","",""
"","SVH","SVH-KANTOPSLUITING_PWS_250 130X250-D","SVH:SVH-KANTOPSLUITING_PWS_250 130X250","2397","D","*","",""
"","SVH","SVH-KANTOPSLUITING_HOEKSTUK_INWENDIG_100X200","SVH:SVH-KANTOPSLUITING_HOEKSTUK_INWENDIG_100X20","1267","","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_RWS_ZOABBAND_110 220X250-D","SVH:B-SVH-KANTOPSLUITING_RWS_ZOABBAND_110 220X250","2707","D","*","",""
"","SVH","SVH-KANTOPSLUITING_TROTTOIRBAND_190 220X160-D","SVH:SVH-KANTOPSLUITING_TROTTOIRBAND_190 220X160","2418","D","*","",""
"","SVH","SVH-KANTOPSLUITING_VERLOOP_100X200_130 150X250_LINKS","SVH:SVH-KANTOPSLUITING_VERLOOP_100X200_130 150X250_LINK","1283","","*","",""
"","SVH","SVH-KANTOPSLUITING_STOOTBAND_200X200-D","SVH:SVH-KANTOPSLUITING_STOOTBAND_200X200","2408","D","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_OPSLUITBAND_80X200-D","SVH:B-SVH-KANTOPSLUITING_OPSLUITBAND_80X200","2472","D","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_220 440X250-D","SVH:B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_220 440X250","3412","D","*","",""
"","SVH","SVH-KANTOPSLUITING_INRITPERRONBAND_200X250-D","SVH:SVH-KANTOPSLUITING_INRITPERRONBAND_200X250","2705","D","*","",""
"","SVH","SVH-KANTOPSLUITING_LEICONBAND_F25_4-D","SVH:SVH-KANTOPSLUITING_LEICONBAND_F25_4","2366","D","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_110 220-D","SVH:B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_110 220","3238","D","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_PLAKBAND_130 150X120-D","SVH:B-SVH-KANTOPSLUITING_PLAKBAND_130 150X120","2481","D","*","",""
"","SVH","SVH-KANTOPSLUITING_SIGNALERINGSBAND_OOG_180 200X250-D","SVH:SVH-KANTOPSLUITING_SIGNALERINGSBAND_OOG_180 200X250","2389","D","*","",""
"","SVH","SVH-KANTOPSLUITING_SIGNALERINGSBAND_OOG_130 150X250-D","SVH:SVH-KANTOPSLUITING_SIGNALERINGSBAND_OOG_130 150X250","2387","D","*","",""
"","SVH","SVH-KANTOPSLUITING_SIGNALERINGSBAND_OOG_110 220X250-D","SVH:SVH-KANTOPSLUITING_SIGNALERINGSBAND_OOG_110 220X250","2385","D","*","",""
"","SVH","SVH-KANTOPSLUITING_SIGNALERINGSBAND_OOG_110 220X160-D","SVH:SVH-KANTOPSLUITING_SIGNALERINGSBAND_OOG_110 220X160","2384","D","*","",""
"","SVH","SVH-KANTOPSLUITING_SIGNALERINGSBAND_OOG_180 200X160-D","SVH:SVH-KANTOPSLUITING_SIGNALERINGSBAND_OOG_180 200X160","2388","D","*","",""
"","SVH","SVH-KANTOPSLUITING_SIGNALERINGSBAND_OOG_130 150X160-D","SVH:SVH-KANTOPSLUITING_SIGNALERINGSBAND_OOG_130 150X160","2386","D","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_50 250X120-D","SVH:B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_50 250X120","3424","D","*","",""
"","SVH","SVH-KANTOPSLUITING_STOOTBAND_100X250-D","SVH:SVH-KANTOPSLUITING_STOOTBAND_100X250","2406","D","*","",""
"","SVH","SVH-KANTOPSLUITING_LEICONBAND_F25_8-D","SVH:SVH-KANTOPSLUITING_LEICONBAND_F25_8","2367","D","*","",""
"","SVH","SVH-KANTOPSLUITING_STOOTBAND_250X250-D","SVH:SVH-KANTOPSLUITING_STOOTBAND_250X250","2409","D","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_PLAKBAND_80 160X100-D","SVH:B-SVH-KANTOPSLUITING_PLAKBAND_80 160X100","2483","D","*","",""
"","SVH","SVH-KANTOPSLUITING_PLAKBAND_130 150X120-D","SVH:SVH-KANTOPSLUITING_PLAKBAND_130 150X120","2392","D","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_GELEIDEBAND_50_200X150-D","SVH:B-SVH-KANTOPSLUITING_GELEIDEBAND_50_200X150","3370","D","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_100 300X100-D","SVH:B-SVH-KANTOPSLUITING_SCHEIDINGSBAND_100 300X100","3390","D","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_TROTTOIRBAND_180 200X250-D","SVH:B-SVH-KANTOPSLUITING_TROTTOIRBAND_180 200X250","2506","D","*","",""
"","SVH","SVH-KANTOPSLUITING_HOEKSTUK_INWENDIG_180 200X40","SVH:SVH-KANTOPSLUITING_HOEKSTUK_INWENDIG_180 200X4","1271","","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_TALUDBAND_380X300-D","SVH:B-SVH-KANTOPSLUITING_TALUDBAND_380X300","2517","D","*","",""
"","SVH","SVH-KANTOPSLUITING_VERLOOP_180 200X250_110 220X250_RECHTS","SVH:SVH-KANTOPSLUITING_VERLOOP_180 200X250_110 220X250_RECHT","1298","","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_OPSLUITBAND_50X150-D","SVH:B-SVH-KANTOPSLUITING_OPSLUITBAND_50X150","2469","D","*","",""
"","SVH","SVH-KANTOPSLUITING_TROTTOIRBAND_130 150X200-D","SVH:SVH-KANTOPSLUITING_TROTTOIRBAND_130 150X200","2412","D","*","",""
"","SVH","SVH-KANTOPSLUITING_HOEKSTUK_INWENDIG_130 150_SCHUIN","SVH:SVH-KANTOPSLUITING_HOEKSTUK_INWENDIG_130 150_SCHUI","1269","","*","",""
"B","SVH","B-SVH-KANTOPSLUITING_LEICONBAND-D","SVH:B-SVH-KANTOPSLUITING_LEICONBAND","3341","D","*","",""
"","SVH","SVH-KANTOPSLUITING_VERLOOP_120X250_130 150X250_LINKS","SVH:SVH-KANTOPSLUITING_VERLOOP_120X250_130 150X250_LINK","1287","","*","",""
"","SVH","SVH-KANTOPSLUITING_VERLOOP_180 200X250_40 120X250_RECHTS","SVH:SVH-KANTOPSLUITING_VERLOOP_180 200X250_40 120X250_RECHT","1300","","*","",""
"","SVH","SVH-KANTOPSLUITING_VERLOOP_70 120X200_130 150X250_LINKS","SVH:SVH-KANTOPSLUITING_VERLOOP_70 120X200_130 150X250_LINK","1307","","*","",""
"","SVH","SVH-KANTOPSLUITING_VERLOOP_130 150X250_50 200X200_LINKS","SVH:SVH-KANTOPSLUITING_VERLOOP_130 150X250_50 200X200_LINK","1295","","*","",""
