"symboolURI,""id"",""sbibliotheek"",""sbibliotheekURI"",""fase"",""symbool"",""optie"",""fileURL"""
"http://digitalbuildingdata.tech/nlcs/def/5bf6c0dd-640b-4945-9b7c-dffb748e7e7c,""1073"",""SRI"",""http://digitalbuildingdata.tech/nlcs/def/7d78f17a-dc19-433f-924b-fa44e60d9558"",""V"",""V-SRI-PUT_VACUUM-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/7131b27e-14b5-4a9d-87b2-6470439e8f4d,""1074"",""SRI"",""http://digitalbuildingdata.tech/nlcs/def/7d78f17a-dc19-433f-924b-fa44e60d9558"",""V"",""V-SRI-PUT_VALPUT-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/3f3ad104-6e8e-4b47-b71a-cccdcfea60c2,""1075"",""SRI"",""http://digitalbuildingdata.tech/nlcs/def/7d78f17a-dc19-433f-924b-fa44e60d9558"",""V"",""V-SRI-PUT_VWA-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/edf9159c-0d5b-4d58-a96b-8645d00ae237,""1079"",""SRI"",""http://digitalbuildingdata.tech/nlcs/def/7d78f17a-dc19-433f-924b-fa44e60d9558"",""V"",""V-SRI-TANK_SEPTIC-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/9dd03b22-a18e-4334-b7a9-092d528483c6,""108"",""SAL"",""http://digitalbuildingdata.tech/nlcs/def/1e02896a-657e-4b98-8558-746485c91f82"","""",""SAL-SCHAALBALK_M100"","""","""""
"http://digitalbuildingdata.tech/nlcs/def/3ef9d2f2-66bb-43ab-9351-327b76151de3,""1080"",""SRI"",""http://digitalbuildingdata.tech/nlcs/def/7d78f17a-dc19-433f-924b-fa44e60d9558"",""V"",""V-SRI-UITSTROOMBAK-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/07cc2606-8b67-46d0-9774-5f6bfb5f590d,""1081"",""SVH"",""http://digitalbuildingdata.tech/nlcs/def/7ff261e2-5755-4912-9195-11fbfcea6093"","""",""SVH-ASFALT-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/eabdc62d-6447-4a4b-8303-3d792ec4248c,""1082"",""SVH"",""http://digitalbuildingdata.tech/nlcs/def/7ff261e2-5755-4912-9195-11fbfcea6093"","""",""SVH-ASFALT_FREESVAK-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/10664dbf-bffc-4ae6-a4a6-d7d883d3329e,""1083"",""SVH"",""http://digitalbuildingdata.tech/nlcs/def/7ff261e2-5755-4912-9195-11fbfcea6093"","""",""SVH-BASALTONVERHARDING-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/0312315a-905a-472f-94ef-7ea13cb57e4d,""1084"",""SVH"",""http://digitalbuildingdata.tech/nlcs/def/7ff261e2-5755-4912-9195-11fbfcea6093"","""",""SVH-BASALTVERHARDING-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/14fb46dd-fc37-40f6-9628-802a02e3f1f5,""1085"",""SVH"",""http://digitalbuildingdata.tech/nlcs/def/7ff261e2-5755-4912-9195-11fbfcea6093"","""",""SVH-BENTONIET-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/d8945f62-e2c0-43e4-aa03-bd2989210f20,""1086"",""SVH"",""http://digitalbuildingdata.tech/nlcs/def/7ff261e2-5755-4912-9195-11fbfcea6093"","""",""SVH-BESTORTING_01-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/23e9ec7e-e895-4069-b411-885c03a9a65b,""1087"",""SVH"",""http://digitalbuildingdata.tech/nlcs/def/7ff261e2-5755-4912-9195-11fbfcea6093"","""",""SVH-BESTORTING_02-SO"",""SO"","""""
"http://digitalbuildingdata.tech/nlcs/def/7ddb995d-0fdf-4bcc-ae27-5a3bbd644384,""1088"",""SVH"",""http://digitalbuildingdata.tech/nlcs/def/7ff261e2-5755-4912-9195-11fbfcea6093"","""",""SVH-BETON_GEWAPEND_INSITU-SO"",""SO"","""""
