"omschrijving,""status"",""underscore"",""discipline"",""underscore2"",""hoofdgroep"",""underscore3"",""object"",""underscore4"",""subobject01"",""underscore5"",""subobject02"",""underscore6"",""subobject03"",""underscore7"",""subobject04"",""underscore8"",""subobject05"",""streepje"",""bewerking"",""streepje2"",""schaal"",""aobject"",""sobject"",""laagnaam"",""lw_b"",""kl_b"",""kl_b_a"",""kl_b_gd"",""kl_b_gn"",""kl_b_v"",""lt_b"",""lw_n"",""kl_n"",""kl_n_a"",""kl_n_gd"",""kl_n_gn"",""kl_n_v"",""lt_n"",""lw_v"",""kl_v"",""kl_v_a"",""kl_v_gd"",""kl_v_gn"",""kl_v_v"",""lt_v"",""lw_t"",""kl_t"",""kl_t_a"",""kl_t_gd"",""kl_t_gn"",""kl_t_v"",""lt_t"",""vrkl_kort"",""vrkl_lang"",""id_nummer"",""kind_van"",""objectURI"",""kind_vanURI"""
"WEG_PLEIN,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""220,220,220"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3239"",""1620"",""http://digitalbuildingdata.tech/nlcs/def/89d7f4bb-0f68-4d9f-ab9d-c608cf4ff332"",""http://digitalbuildingdata.tech/nlcs/def/5f9b2bcf-1f5e-41e5-86d3-05a0b1c6e7e0"""
"WEG_SPOORBAAN,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""170,170,170"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3245"",""1620"",""http://digitalbuildingdata.tech/nlcs/def/613ec797-4481-4740-b4fe-f0cd1a1e0697"",""http://digitalbuildingdata.tech/nlcs/def/5f9b2bcf-1f5e-41e5-86d3-05a0b1c6e7e0"""
"WEG_RIJWEG,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""205,205,205"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3242"",""1620"",""http://digitalbuildingdata.tech/nlcs/def/074e2e21-f591-4c64-9854-e75fe82c0a4b"",""http://digitalbuildingdata.tech/nlcs/def/5f9b2bcf-1f5e-41e5-86d3-05a0b1c6e7e0"""
"WEG_PARKEERZONE,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""205,205,205"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3238"",""1620"",""http://digitalbuildingdata.tech/nlcs/def/4b091a0c-8dbc-4dd4-a22e-04ccd055ebda"",""http://digitalbuildingdata.tech/nlcs/def/5f9b2bcf-1f5e-41e5-86d3-05a0b1c6e7e0"""
"WEG_VOETPAD,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""230,230,230"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3249"",""1620"",""http://digitalbuildingdata.tech/nlcs/def/cce432d3-1c04-416c-a1ad-f3cdf3aa99be"",""http://digitalbuildingdata.tech/nlcs/def/5f9b2bcf-1f5e-41e5-86d3-05a0b1c6e7e0"""
"WEG_RIJWIELPAD,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""205,205,205"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3244"",""1620"",""http://digitalbuildingdata.tech/nlcs/def/34950242-8178-45e3-8c0a-274c3a5db4da"",""http://digitalbuildingdata.tech/nlcs/def/5f9b2bcf-1f5e-41e5-86d3-05a0b1c6e7e0"""
"BEBOUWING_ZONNEPANEEL,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""150"",""152"",""150"",""150"",""204,100,110"",""CONTINUOUS"",""0.35"",""150"",""152"",""150"",""150"",""253"",""CONTINUOUS"",""0.35"",""150"",""152"",""150"",""150"",""253"",""V-CONTINUOUS-SO"",""0.35"",""150"",""152"",""150"",""150"",""253"",""CONTINUOUS"","""","""",""4036"",""1616"",""http://digitalbuildingdata.tech/nlcs/def/72b15c41-87a1-4f8f-9dcd-c661b77da826"",""http://digitalbuildingdata.tech/nlcs/def/a4f04776-ba99-49f2-a130-4cf482b987a4"""
"BEBOUWING_BIJZONDERE DOELEINDEN,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""255,190,135"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3145"",""1616"",""http://digitalbuildingdata.tech/nlcs/def/c08b6893-aabf-41d9-8a1f-5e3f1649e692"",""http://digitalbuildingdata.tech/nlcs/def/a4f04776-ba99-49f2-a130-4cf482b987a4"""
"BEBOUWING_BIJGEBOUW,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""220,120,105"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3143"",""1616"",""http://digitalbuildingdata.tech/nlcs/def/3afcfe6b-ca18-4277-bde3-baf29480f376"",""http://digitalbuildingdata.tech/nlcs/def/a4f04776-ba99-49f2-a130-4cf482b987a4"""
"BEBOUWING_POMP,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""150"",""152"",""150"",""150"",""204,100,110"",""CONTINUOUS"",""0.35"",""150"",""152"",""150"",""150"",""253"",""CONTINUOUS"",""0.35"",""150"",""152"",""150"",""150"",""253"",""V-CONTINUOUS-SO"",""0.35"",""150"",""152"",""150"",""150"",""253"",""CONTINUOUS"","""","""",""4037"",""1616"",""http://digitalbuildingdata.tech/nlcs/def/0dfc43b3-1937-43e3-8c2a-93067fa5e23c"",""http://digitalbuildingdata.tech/nlcs/def/a4f04776-ba99-49f2-a130-4cf482b987a4"""
"BEBOUWING_PARKEERGARAGE,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""145,170,35"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3173"",""1616"",""http://digitalbuildingdata.tech/nlcs/def/6eb0391c-9103-4eb7-8910-68f3f256293e"",""http://digitalbuildingdata.tech/nlcs/def/a4f04776-ba99-49f2-a130-4cf482b987a4"""
"BEBOUWING_TRAFOHUISJE,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""20,150,210"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3176"",""1616"",""http://digitalbuildingdata.tech/nlcs/def/d1d63fac-9a91-47d2-9444-bf9c6b34c3bd"",""http://digitalbuildingdata.tech/nlcs/def/a4f04776-ba99-49f2-a130-4cf482b987a4"""
"BEBOUWING_TRAP,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""255,153,153"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3177"",""1616"",""http://digitalbuildingdata.tech/nlcs/def/da185875-3cb2-4786-ad03-01c1ccbab994"",""http://digitalbuildingdata.tech/nlcs/def/a4f04776-ba99-49f2-a130-4cf482b987a4"""
"BEBOUWING_WOONWAGENS,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""191,191,191"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3212"",""1616"",""http://digitalbuildingdata.tech/nlcs/def/af0dff77-b43f-4ae1-92c3-f23988671044"",""http://digitalbuildingdata.tech/nlcs/def/a4f04776-ba99-49f2-a130-4cf482b987a4"""
"BEBOUWING_NUTSGEBOUW,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""190,100,50"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3167"",""1616"",""http://digitalbuildingdata.tech/nlcs/def/62728041-0829-4f79-a712-905a86807016"",""http://digitalbuildingdata.tech/nlcs/def/a4f04776-ba99-49f2-a130-4cf482b987a4"""
"BEBOUWING_TE AMOVEREN,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""255,109,109"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3138"",""1616"",""http://digitalbuildingdata.tech/nlcs/def/6f80f419-74f8-478b-b3fa-97319a650117"",""http://digitalbuildingdata.tech/nlcs/def/a4f04776-ba99-49f2-a130-4cf482b987a4"""
"BEBOUWING_UITBOUW,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""200,80,60"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3179"",""1616"",""http://digitalbuildingdata.tech/nlcs/def/ce49910c-bdf1-4384-b749-e3e22ba11a7e"",""http://digitalbuildingdata.tech/nlcs/def/a4f04776-ba99-49f2-a130-4cf482b987a4"""
"BEBOUWING_OPTIE,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""230,165,165"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3169"",""1616"",""http://digitalbuildingdata.tech/nlcs/def/3c4b61c5-60df-412a-8032-0badda048879"",""http://digitalbuildingdata.tech/nlcs/def/a4f04776-ba99-49f2-a130-4cf482b987a4"""
"BEBOUWING_KIOSK,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""255,140,130"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3161"",""1616"",""http://digitalbuildingdata.tech/nlcs/def/919b97d8-c949-4a56-ad7b-2be673ee433f"",""http://digitalbuildingdata.tech/nlcs/def/a4f04776-ba99-49f2-a130-4cf482b987a4"""
"BEBOUWING_WINDTURBINE,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""153,0,0"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3181"",""1616"",""http://digitalbuildingdata.tech/nlcs/def/6d66b270-41fc-4411-9f8e-08f730f5f6df"",""http://digitalbuildingdata.tech/nlcs/def/a4f04776-ba99-49f2-a130-4cf482b987a4"""
"BEBOUWING_HOOFDGEBOUW,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""130,48,32"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3157"",""1616"",""http://digitalbuildingdata.tech/nlcs/def/5b2aae55-f27d-498e-92b2-dce573520dc8"",""http://digitalbuildingdata.tech/nlcs/def/a4f04776-ba99-49f2-a130-4cf482b987a4"""
"BEBOUWING_TE HANDHAVEN,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""45,120,65"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3175"",""1616"",""http://digitalbuildingdata.tech/nlcs/def/036bd751-fc62-486c-be3d-2176e738d0a3"",""http://digitalbuildingdata.tech/nlcs/def/a4f04776-ba99-49f2-a130-4cf482b987a4"""
"BEBOUWING_GEZONDHEIDSZORG,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""228,24,2"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3156"",""1616"",""http://digitalbuildingdata.tech/nlcs/def/4d0f6a53-190e-4243-8215-276c6b9e99ee"",""http://digitalbuildingdata.tech/nlcs/def/a4f04776-ba99-49f2-a130-4cf482b987a4"""
"WATER_WOONBOOTLOCATIE,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""125,190,255"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3223"",""1619"",""http://digitalbuildingdata.tech/nlcs/def/ca13fc3b-b64a-4614-97b3-d97a603f5c73"",""http://digitalbuildingdata.tech/nlcs/def/70a6c129-b9e9-4ea9-a434-7cfc690147e1"""
"WATER_WATERSPORT,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""115,202,255"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3222"",""1619"",""http://digitalbuildingdata.tech/nlcs/def/c6b901bd-c435-4894-acd5-62664ce9d36e"",""http://digitalbuildingdata.tech/nlcs/def/70a6c129-b9e9-4ea9-a434-7cfc690147e1"""
"TERREIN_TRANSACTIE,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""250,155,145"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3302"",""3264"",""http://digitalbuildingdata.tech/nlcs/def/24852de0-2bf8-4eec-be48-947531e70909"",""http://digitalbuildingdata.tech/nlcs/def/e6ccba66-8f14-4d8a-94da-20db0c6e69aa"""
"TERREIN_PLANGEBIED,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""255,22,200"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3297"",""3264"",""http://digitalbuildingdata.tech/nlcs/def/e7c3802f-f068-4893-85ce-4a3b195b1827"",""http://digitalbuildingdata.tech/nlcs/def/e6ccba66-8f14-4d8a-94da-20db0c6e69aa"""
"TERREIN_BEGRAAFPLAATS,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""240,225,180"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3268"",""3264"",""http://digitalbuildingdata.tech/nlcs/def/7b8f7bb8-c8eb-4f28-b5ca-5456f0be3680"",""http://digitalbuildingdata.tech/nlcs/def/e6ccba66-8f14-4d8a-94da-20db0c6e69aa"""
"TERREIN_PARK,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""168,200,88"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3295"",""3264"",""http://digitalbuildingdata.tech/nlcs/def/61fd98b2-79fe-425f-8284-09489f59b581"",""http://digitalbuildingdata.tech/nlcs/def/e6ccba66-8f14-4d8a-94da-20db0c6e69aa"""
"TERREIN_HONDENUITLAATPLAATS,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""180,255,90"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3277"",""3264"",""http://digitalbuildingdata.tech/nlcs/def/fcb3aad3-7bde-4629-9a24-8e0c01252ff9"",""http://digitalbuildingdata.tech/nlcs/def/e6ccba66-8f14-4d8a-94da-20db0c6e69aa"""
"TERREIN_VERHARD,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""249,249,249"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3329"",""3264"",""http://digitalbuildingdata.tech/nlcs/def/305704e3-2384-44f7-98a9-aa4f575116e2"",""http://digitalbuildingdata.tech/nlcs/def/e6ccba66-8f14-4d8a-94da-20db0c6e69aa"""
"TERREIN_WOONWAGENLOCATIE,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""210,205,0"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3332"",""3264"",""http://digitalbuildingdata.tech/nlcs/def/a857c9c5-9217-41f9-9582-b3170ba40c69"",""http://digitalbuildingdata.tech/nlcs/def/e6ccba66-8f14-4d8a-94da-20db0c6e69aa"""
"TERREIN_ONVERHARD,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""240,225,180"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3293"",""3264"",""http://digitalbuildingdata.tech/nlcs/def/f1c058c0-ed9a-4565-8316-927122f27077"",""http://digitalbuildingdata.tech/nlcs/def/e6ccba66-8f14-4d8a-94da-20db0c6e69aa"""
"TERREIN_OPENBAAR GEBIED,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""225,235,200"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3294"",""3264"",""http://digitalbuildingdata.tech/nlcs/def/a2166270-8209-45e3-8e18-ae29a55c6adf"",""http://digitalbuildingdata.tech/nlcs/def/e6ccba66-8f14-4d8a-94da-20db0c6e69aa"""
"WEG_WEGVAK_WEGVAKONDERDEEL,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""205,205,205"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3253"",""3252"",""http://digitalbuildingdata.tech/nlcs/def/cad36b94-eee2-4454-8b30-6ac3f7c8a0ee"",""http://digitalbuildingdata.tech/nlcs/def/dd204bb5-9af5-4044-8e4b-c000d1db6a60"""
"WEG_RIJWEG_RIJWEGVAK,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""205,205,205"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3243"",""3242"",""http://digitalbuildingdata.tech/nlcs/def/2e6fdc43-ba48-4d76-b452-4a65bd2e4b44"",""http://digitalbuildingdata.tech/nlcs/def/074e2e21-f591-4c64-9854-e75fe82c0a4b"""
"WEG_VOETPAD_VOETPADVAK,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""230,230,230"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3251"",""3249"",""http://digitalbuildingdata.tech/nlcs/def/d5239724-e8af-4205-889d-3bba494c03ea"",""http://digitalbuildingdata.tech/nlcs/def/cce432d3-1c04-416c-a1ad-f3cdf3aa99be"""
"WEG_VOETPAD_TRAP,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""230,230,230"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3250"",""3249"",""http://digitalbuildingdata.tech/nlcs/def/7182cb0d-9888-442e-a2f3-11e4dbfedb15"",""http://digitalbuildingdata.tech/nlcs/def/cce432d3-1c04-416c-a1ad-f3cdf3aa99be"""
"BEBOUWING_WONINGBOUW_HUUR,""*"","""",""**"","""",""OG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.18"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""255,255,204"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"",""0.25"",""7"",""7"",""7"",""7"",""253"",""CONTINUOUS"","""","""",""3184"",""3182"",""http://digitalbuildingdata.tech/nlcs/def/a9638918-99f7-4e7f-ad56-84450a1b6248"",""http://digitalbuildingdata.tech/nlcs/def/829dfc1d-1d67-41da-b9ee-51183ab2dd93"""
