OMSCHRIJVING;STATUS;-;DISCIPLINE;-;HOOFDGROEP;-;OBJECT;_;SUBOBJECT01;_;SUBOBJECT02;_;SUBOBJECT03;_;SUBOBJECT04;_;SUBOBJECT05;-;BEWERKING;-;ELEMENT;-;SCHAAL;ARCERING;SYMBOOL;LAAGNAAM;B lineweight;B color;B color A;B color GD;B color GN;B color V;B linetype;N lineweight;N color;N color A;N color GD;N color GN;N color V;N linetype;V lineweight;V color;V color A;V color GD;V color GN;V color V;V linetype;T lineweight;T color;T color A;T color GD;T color GN;T color V;T linetype;VRKL_kort;VRKL_lang;VERSIE;WIJZIGING;STATUS;ID;KIND_VAN;
WARMTENET_AANSLUITLEIDING_AANVOER_STAAL;*;-;**;-;KL;-;WARMTENET;_;AANSLUITLEIDING;_;AANVOER;_;STAAL;;;;;;;-;G;;;;;*-**-KL-WARMTENET_AANSLUITLEIDING_AANVOER_STAAL-G;0.18;80;82;80;80;252;KL-WARMTENET-SO;0.35;80;82;80;80;252;KL-WARMTENET-SO;0.35;80;82;80;80;252;V-KL-WARMTENET-SO;0.35;80;82;80;80;252;KL-WARMTENET-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1238;1234;
WARMTENET_AANSLUITLEIDING_RETOUR;*;-;**;-;KL;-;WARMTENET;_;AANSLUITLEIDING;_;RETOUR;;;;;;;;;-;G;;;;;*-**-KL-WARMTENET_AANSLUITLEIDING_RETOUR-G;0.18;80;82;80;80;252;KL-WARMTENET-SO;0.35;80;82;80;80;252;KL-WARMTENET-SO;0.35;80;82;80;80;252;V-KL-WARMTENET-SO;0.35;80;82;80;80;252;KL-WARMTENET-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1239;1233;
WARMTENET_AANSLUITLEIDING_RETOUR_GVK;*;-;**;-;KL;-;WARMTENET;_;AANSLUITLEIDING;_;RETOUR;_;GVK;;;;;;;-;G;;;;;*-**-KL-WARMTENET_AANSLUITLEIDING_RETOUR_GVK-G;0.18;80;82;80;80;252;KL-WARMTENET-SO;0.35;80;82;80;80;252;KL-WARMTENET-SO;0.35;80;82;80;80;252;V-KL-WARMTENET-SO;0.35;80;82;80;80;252;KL-WARMTENET-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1240;1239;
WARMTENET_AANSLUITLEIDING_RETOUR_PE;*;-;**;-;KL;-;WARMTENET;_;AANSLUITLEIDING;_;RETOUR;_;PE;;;;;;;-;G;;;;;*-**-KL-WARMTENET_AANSLUITLEIDING_RETOUR_PE-G;0.18;80;82;80;80;252;KL-WARMTENET-SO;0.35;80;82;80;80;252;KL-WARMTENET-SO;0.35;80;82;80;80;252;V-KL-WARMTENET-SO;0.35;80;82;80;80;252;KL-WARMTENET-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1241;1239;
WARMTENET_AANSLUITLEIDING_RETOUR_PVC;*;-;**;-;KL;-;WARMTENET;_;AANSLUITLEIDING;_;RETOUR;_;PVC;;;;;;;-;G;;;;;*-**-KL-WARMTENET_AANSLUITLEIDING_RETOUR_PVC-G;0.18;80;82;80;80;252;KL-WARMTENET-SO;0.35;80;82;80;80;252;KL-WARMTENET-SO;0.35;80;82;80;80;252;V-KL-WARMTENET-SO;0.35;80;82;80;80;252;KL-WARMTENET-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1242;1239;
WARMTENET_AANSLUITLEIDING_RETOUR_STAAL;*;-;**;-;KL;-;WARMTENET;_;AANSLUITLEIDING;_;RETOUR;_;STAAL;;;;;;;-;G;;;;;*-**-KL-WARMTENET_AANSLUITLEIDING_RETOUR_STAAL-G;0.18;80;82;80;80;252;KL-WARMTENET-SO;0.35;80;82;80;80;252;KL-WARMTENET-SO;0.35;80;82;80;80;252;V-KL-WARMTENET-SO;0.35;80;82;80;80;252;KL-WARMTENET-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1243;1239;
WARMTENET_BRONPUT;*;-;**;-;KL;-;WARMTENET;_;BRONPUT;;;;;;;;;;;-;G/S;;;;SKL-WTB_WARMTENET_BRONPUT;*-**-KL-WARMTENET_BRONPUT-G/S;0.18;80;82;80;80;252;CONTINUOUS;0.35;80;82;80;80;252;CONTINUOUS;0.35;80;82;80;80;252;V-CONTINUOUS-SO;0.35;80;82;80;80;252;CONTINUOUS;;;2.3;;;1244;1232;
WARMTENET_HULPSTUK;*;-;**;-;KL;-;WARMTENET;_;HULPSTUK;;;;;;;;;;;-;G/S;;;;SKL-WTB_HULP;*-**-KL-WARMTENET_HULPSTUK-G/S;0.18;80;82;80;80;252;CONTINUOUS;0.35;80;82;80;80;252;CONTINUOUS;0.35;80;82;80;80;252;V-CONTINUOUS-SO;0.35;80;82;80;80;252;CONTINUOUS;;;2.3;;;1245;1232;
WARMTENET_HULPSTUK_AANSLUITPUNT;*;-;**;-;KL;-;WARMTENET;_;HULPSTUK;_;AANSLUITPUNT;;;;;;;;;-;G;;;;;*-**-KL-WARMTENET_HULPSTUK_AANSLUITPUNT-G;0.18;80;82;80;80;252;CONTINUOUS;0.35;80;82;80;80;252;CONTINUOUS;0.35;80;82;80;80;252;V-CONTINUOUS-SO;0.35;80;82;80;80;252;CONTINUOUS;;;2.3;;;1246;1245;
WARMTENET_HULPSTUK_AFSLUITER;*;-;**;-;KL;-;WARMTENET;_;HULPSTUK;_;AFSLUITER;;;;;;;;;-;G;;;;;*-**-KL-WARMTENET_HULPSTUK_AFSLUITER-G;0.18;80;82;80;80;252;CONTINUOUS;0.35;80;82;80;80;252;CONTINUOUS;0.35;80;82;80;80;252;V-CONTINUOUS-SO;0.35;80;82;80;80;252;CONTINUOUS;;;2.3;;;1247;1245;
WARMTENET_HULPSTUK_OVERIG;*;-;**;-;KL;-;WARMTENET;_;HULPSTUK;_;OVERIG;;;;;;;;;-;G;;;;;*-**-KL-WARMTENET_HULPSTUK_OVERIG-G;0.18;80;82;80;80;252;CONTINUOUS;0.35;80;82;80;80;252;CONTINUOUS;0.35;80;82;80;80;252;V-CONTINUOUS-SO;0.35;80;82;80;80;252;CONTINUOUS;;;2.3;;;1248;1245;
WARMTENET_LOCATIEPAAL;*;-;**;-;KL;-;WARMTENET;_;LOCATIEPAAL;;;;;;;;;;;-;G/S;;;;SKL-LEIDINGMERKPAAL;*-**-KL-WARMTENET_LOCATIEPAAL-G/S;0.18;80;82;80;80;252;KL-WARMTENET-SO;0.35;80;82;80;80;252;KL-WARMTENET-SO;0.35;80;82;80;80;252;V-KL-WARMTENET-SO;0.35;80;82;80;80;252;KL-WARMTENET-SO;;;2.3;;;1249;1232;
WARMTENET_MANTELBUIS;*;-;**;-;KL;-;WARMTENET;_;MANTELBUIS;;;;;;;;;;;-;G;;;;;*-**-KL-WARMTENET_MANTELBUIS-G;0.18;80;82;80;80;252;CONTINUOUS;0.35;80;82;80;80;252;CONTINUOUS;0.35;80;82;80;80;252;V-CONTINUOUS-SO;0.35;80;82;80;80;252;CONTINUOUS;;;2.5;;;1250;1232;
WARMTENET_OVERIG;*;-;**;-;KL;-;WARMTENET;_;OVERIG;;;;;;;;;;;-;G;;;;;*-**-KL-WARMTENET_OVERIG-G;0.18;80;82;80;80;252;CONTINUOUS;0.35;80;82;80;80;252;CONTINUOUS;0.35;80;82;80;80;252;V-CONTINUOUS-SO;0.35;80;82;80;80;252;CONTINUOUS;;;3.1;;VERVALLEN;1251;1232;
WARMTENET_PUT;*;-;**;-;KL;-;WARMTENET;_;PUT;;;;;;;;;;;-;G/S;;;;SKL-WTB_WARMTENET_PUT;*-**-KL-WARMTENET_PUT-G/S;0.18;80;82;80;80;252;CONTINUOUS;0.35;80;82;80;80;252;CONTINUOUS;0.35;80;82;80;80;252;V-CONTINUOUS-SO;0.35;80;82;80;80;252;CONTINUOUS;;;2.3;;;1252;1232;
WARMTENET_TRANSPORTLEIDING;*;-;**;-;KL;-;WARMTENET;_;TRANSPORTLEIDING;;;;;;;;;;;-;G;;;;;*-**-KL-WARMTENET_TRANSPORTLEIDING-G;0.18;80;82;80;80;252;KL-WARMTENET-SO;0.35;80;82;80;80;252;KL-WARMTENET-SO;0.35;80;82;80;80;252;V-KL-WARMTENET-SO;0.35;80;82;80;80;252;KL-WARMTENET-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1253;1232;
WARMTENET_TRANSPORTLEIDING_AANVOER;*;-;**;-;KL;-;WARMTENET;_;TRANSPORTLEIDING;_;AANVOER;;;;;;;;;-;G;;;;;*-**-KL-WARMTENET_TRANSPORTLEIDING_AANVOER-G;0.18;80;82;80;80;252;KL-WARMTENET-SO;0.35;80;82;80;80;252;KL-WARMTENET-SO;0.35;80;82;80;80;252;V-KL-WARMTENET-SO;0.35;80;82;80;80;252;KL-WARMTENET-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1254;1253;
WARMTENET_TRANSPORTLEIDING_AANVOER_GVK;*;-;**;-;KL;-;WARMTENET;_;TRANSPORTLEIDING;_;AANVOER;_;GVK;;;;;;;-;G;;;;;*-**-KL-WARMTENET_TRANSPORTLEIDING_AANVOER_GVK-G;0.18;80;82;80;80;252;KL-WARMTENET-SO;0.35;80;82;80;80;252;KL-WARMTENET-SO;0.35;80;82;80;80;252;V-KL-WARMTENET-SO;0.35;80;82;80;80;252;KL-WARMTENET-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1255;1254;
WARMTENET_TRANSPORTLEIDING_AANVOER_PE;*;-;**;-;KL;-;WARMTENET;_;TRANSPORTLEIDING;_;AANVOER;_;PE;;;;;;;-;G;;;;;*-**-KL-WARMTENET_TRANSPORTLEIDING_AANVOER_PE-G;0.18;80;82;80;80;252;KL-WARMTENET-SO;0.35;80;82;80;80;252;KL-WARMTENET-SO;0.35;80;82;80;80;252;V-KL-WARMTENET-SO;0.35;80;82;80;80;252;KL-WARMTENET-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1256;1254;
WARMTENET_TRANSPORTLEIDING_AANVOER_PVC;*;-;**;-;KL;-;WARMTENET;_;TRANSPORTLEIDING;_;AANVOER;_;PVC;;;;;;;-;G;;;;;*-**-KL-WARMTENET_TRANSPORTLEIDING_AANVOER_PVC-G;0.18;80;82;80;80;252;KL-WARMTENET-SO;0.35;80;82;80;80;252;KL-WARMTENET-SO;0.35;80;82;80;80;252;V-KL-WARMTENET-SO;0.35;80;82;80;80;252;KL-WARMTENET-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1257;1254;
WARMTENET_TRANSPORTLEIDING_AANVOER_STAAL;*;-;**;-;KL;-;WARMTENET;_;TRANSPORTLEIDING;_;AANVOER;_;STAAL;;;;;;;-;G;;;;;*-**-KL-WARMTENET_TRANSPORTLEIDING_AANVOER_STAAL-G;0.18;80;82;80;80;252;KL-WARMTENET-SO;0.35;80;82;80;80;252;KL-WARMTENET-SO;0.35;80;82;80;80;252;V-KL-WARMTENET-SO;0.35;80;82;80;80;252;KL-WARMTENET-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1258;1254;
WARMTENET_TRANSPORTLEIDING_RETOUR;*;-;**;-;KL;-;WARMTENET;_;TRANSPORTLEIDING;_;RETOUR;;;;;;;;;-;G;;;;;*-**-KL-WARMTENET_TRANSPORTLEIDING_RETOUR-G;0.18;80;82;80;80;252;KL-WARMTENET-SO;0.35;80;82;80;80;252;KL-WARMTENET-SO;0.35;80;82;80;80;252;V-KL-WARMTENET-SO;0.35;80;82;80;80;252;KL-WARMTENET-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1259;1253;
WARMTENET_TRANSPORTLEIDING_RETOUR_GVK;*;-;**;-;KL;-;WARMTENET;_;TRANSPORTLEIDING;_;RETOUR;_;GVK;;;;;;;-;G;;;;;*-**-KL-WARMTENET_TRANSPORTLEIDING_RETOUR_GVK-G;0.18;80;82;80;80;252;KL-WARMTENET-SO;0.35;80;82;80;80;252;KL-WARMTENET-SO;0.35;80;82;80;80;252;V-KL-WARMTENET-SO;0.35;80;82;80;80;252;KL-WARMTENET-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1260;1259;
WARMTENET_TRANSPORTLEIDING_RETOUR_PE;*;-;**;-;KL;-;WARMTENET;_;TRANSPORTLEIDING;_;RETOUR;_;PE;;;;;;;-;G;;;;;*-**-KL-WARMTENET_TRANSPORTLEIDING_RETOUR_PE-G;0.18;80;82;80;80;252;KL-WARMTENET-SO;0.35;80;82;80;80;252;KL-WARMTENET-SO;0.35;80;82;80;80;252;V-KL-WARMTENET-SO;0.35;80;82;80;80;252;KL-WARMTENET-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1261;1259;
WARMTENET_TRANSPORTLEIDING_RETOUR_PVC;*;-;**;-;KL;-;WARMTENET;_;TRANSPORTLEIDING;_;RETOUR;_;PVC;;;;;;;-;G;;;;;*-**-KL-WARMTENET_TRANSPORTLEIDING_RETOUR_PVC-G;0.18;80;82;80;80;252;KL-WARMTENET-SO;0.35;80;82;80;80;252;KL-WARMTENET-SO;0.35;80;82;80;80;252;V-KL-WARMTENET-SO;0.35;80;82;80;80;252;KL-WARMTENET-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1262;1259;
WARMTENET_TRANSPORTLEIDING_RETOUR_STAAL;*;-;**;-;KL;-;WARMTENET;_;TRANSPORTLEIDING;_;RETOUR;_;STAAL;;;;;;;-;G;;;;;*-**-KL-WARMTENET_TRANSPORTLEIDING_RETOUR_STAAL-G;0.18;80;82;80;80;252;KL-WARMTENET-SO;0.35;80;82;80;80;252;KL-WARMTENET-SO;0.35;80;82;80;80;252;V-KL-WARMTENET-SO;0.35;80;82;80;80;252;KL-WARMTENET-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1263;1259;
WARMTEOPSLAGSYSTEEM;*;-;**;-;KL;-;WARMTEOPSLAGSYSTEEM;;;;;;;;;;;;;-;G/S;;;;SKL-WARMTEOPSLAG;*-**-KL-WARMTEOPSLAGSYSTEEM-G/S;0.18;7;7;7;7;253;CONTINUOUS;0.35;7;7;7;7;253;CONTINUOUS;0.35;7;7;7;7;253;V-CONTINUOUS-SO;0.35;7;7;7;7;253;CONTINUOUS;;;4.1;Symbool toegevoegd;GEWIJZIGD;3123;0;
WATER;*;-;**;-;KL;-;WATER;;;;;;;;;;;;;-;G;;;;;*-**-KL-WATER-G;0.18;170;172;170;170;252;KL-WATER-SO;0.35;170;172;170;170;252;KL-WATER-SO;0.35;170;172;170;170;252;V-KL-WATER-SO;0.35;170;172;170;170;252;KL-WATER-SO;;;2.3;;;1264;0;
WATER_BEREGENING;*;-;**;-;KL;-;WATER;_;BEREGENING;;;;;;;;;;;-;G;;;;;*-**-KL-WATER_BEREGENING-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1265;1264;
WATER_BEREGENING_AANSLUITLEIDING;*;-;**;-;KL;-;WATER;_;BEREGENING;_;AANSLUITLEIDING;;;;;;;;;-;G;;;;;*-**-KL-WATER_BEREGENING_AANSLUITLEIDING-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1266;1265;
WATER_BEREGENING_HULPSTUK;*;-;**;-;KL;-;WATER;_;BEREGENING;_;HULPSTUK;;;;;;;;;-;G/S;;;;SKL-WTB_HULP;*-**-KL-WATER_BEREGENING_HULPSTUK-G/S;0.18;153;153;153;153;252;CONTINUOUS;0.35;153;153;153;153;252;CONTINUOUS;0.35;153;153;153;153;252;V-CONTINUOUS-SO;0.35;153;153;153;153;252;CONTINUOUS;;;2.3;;;1267;1265;
WATER_BEREGENING_HULPSTUK_AANSLUITPUNT;*;-;**;-;KL;-;WATER;_;BEREGENING;_;HULPSTUK;_;AANSLUITPUNT;;;;;;;-;G;;;;;*-**-KL-WATER_BEREGENING_HULPSTUK_AANSLUITPUNT-G;0.18;153;153;153;153;252;CONTINUOUS;0.35;153;153;153;153;252;CONTINUOUS;0.35;153;153;153;153;252;V-CONTINUOUS-SO;0.35;153;153;153;153;252;CONTINUOUS;;;2.3;;;1268;1267;
WATER_BEREGENING_HULPSTUK_AFSLUITER;*;-;**;-;KL;-;WATER;_;BEREGENING;_;HULPSTUK;_;AFSLUITER;;;;;;;-;G;;;;;*-**-KL-WATER_BEREGENING_HULPSTUK_AFSLUITER-G;0.18;153;153;153;153;252;CONTINUOUS;0.35;153;153;153;153;252;CONTINUOUS;0.35;153;153;153;153;252;V-CONTINUOUS-SO;0.35;153;153;153;153;252;CONTINUOUS;;;2.3;;;1269;1267;
WATER_BEREGENING_HULPSTUK_DRUKMEETPUNT;*;-;**;-;KL;-;WATER;_;BEREGENING;_;HULPSTUK;_;DRUKMEETPUNT;;;;;;;-;G;;;;;*-**-KL-WATER_BEREGENING_HULPSTUK_DRUKMEETPUNT-G;0.18;153;153;153;153;252;CONTINUOUS;0.35;153;153;153;153;252;CONTINUOUS;0.35;153;153;153;153;252;V-CONTINUOUS-SO;0.35;153;153;153;153;252;CONTINUOUS;;;2.3;;;1270;1267;
WATER_BEREGENING_HULPSTUK_DRUKREGELAAR;*;-;**;-;KL;-;WATER;_;BEREGENING;_;HULPSTUK;_;DRUKREGELAAR;;;;;;;-;G;;;;;*-**-KL-WATER_BEREGENING_HULPSTUK_DRUKREGELAAR-G;0.18;153;153;153;153;252;CONTINUOUS;0.35;153;153;153;153;252;CONTINUOUS;0.35;153;153;153;153;252;V-CONTINUOUS-SO;0.35;153;153;153;153;252;CONTINUOUS;;;2.3;;;1271;1267;
WATER_BEREGENING_HULPSTUK_OVERIG;*;-;**;-;KL;-;WATER;_;BEREGENING;_;HULPSTUK;_;OVERIG;;;;;;;-;G;;;;;*-**-KL-WATER_BEREGENING_HULPSTUK_OVERIG-G;0.18;153;153;153;153;252;CONTINUOUS;0.35;153;153;153;153;252;CONTINUOUS;0.35;153;153;153;153;252;V-CONTINUOUS-SO;0.35;153;153;153;153;252;CONTINUOUS;;;3.1;;VERVALLEN;1272;1267;
WATER_BEREGENING_HULPSTUK_SCHOONMAAKSTUK;*;-;**;-;KL;-;WATER;_;BEREGENING;_;HULPSTUK;_;SCHOONMAAKSTUK;;;;;;;-;G;;;;;*-**-KL-WATER_BEREGENING_HULPSTUK_SCHOONMAAKSTUK-G;0.18;153;153;153;153;252;CONTINUOUS;0.35;153;153;153;153;252;CONTINUOUS;0.35;153;153;153;153;252;V-CONTINUOUS-SO;0.35;153;153;153;153;252;CONTINUOUS;;;2.3;;;1273;1267;
WATER_BEREGENING_HULPSTUK_WATERMETER;*;-;**;-;KL;-;WATER;_;BEREGENING;_;HULPSTUK;_;WATERMETER;;;;;;;-;G;;;;;*-**-KL-WATER_BEREGENING_HULPSTUK_WATERMETER-G;0.18;153;153;153;153;252;CONTINUOUS;0.35;153;153;153;153;252;CONTINUOUS;0.35;153;153;153;153;252;V-CONTINUOUS-SO;0.35;153;153;153;153;252;CONTINUOUS;;;2.3;;;1274;1267;
WATER_BEREGENING_LOCATIEPAAL;*;-;**;-;KL;-;WATER;_;BEREGENING;_;LOCATIEPAAL;;;;;;;;;-;G/S;;;;SKL-LEIDINGMERKPAAL;*-**-KL-WATER_BEREGENING_LOCATIEPAAL-G/S;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1275;1265;
WATER_BEREGENING_POMPPUT;*;-;**;-;KL;-;WATER;_;BEREGENING;_;POMPPUT;;;;;;;;;-;G;;;;;*-**-KL-WATER_BEREGENING_POMPPUT-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1276;1265;
WATER_BEREGENING_PUT;*;-;**;-;KL;-;WATER;_;BEREGENING;_;PUT;;;;;;;;;-;G;;;;;*-**-KL-WATER_BEREGENING_PUT-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1277;1265;
WATER_BEREGENING_SPROEIER;*;-;**;-;KL;-;WATER;_;BEREGENING;_;SPROEIER;;;;;;;;;-;G/S;;;;SKL-BEREGENING_SPROEIER;*-**-KL-WATER_BEREGENING_SPROEIER-G/S;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1278;1265;
WATER_BEREGENING_TRANSPORTLEIDING;*;-;**;-;KL;-;WATER;_;BEREGENING;_;TRANSPORTLEIDING;;;;;;;;;-;G;;;;;*-**-KL-WATER_BEREGENING_TRANSPORTLEIDING-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1279;1265;
WATER_BRANDLEIDING;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;;;;;;;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1280;1264;
WATER_BRANDLEIDING_BRANDHYDRANT;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;BRANDHYDRANT;;;;;;;;;-;G/S;;;;SKL-WATER_BRANDHYDRANT;*-**-KL-WATER_BRANDLEIDING_BRANDHYDRANT-G/S;0.18;150;152;150;150;252;CONTINUOUS;0.35;150;152;150;150;252;CONTINUOUS;0.35;150;152;150;150;252;V-CONTINUOUS-SO;0.35;150;152;150;150;252;CONTINUOUS;;;2.3;;;1281;1280;
WATER_BRANDLEIDING_BRANDHYDRANT_BOVENGRONDS;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;BRANDHYDRANT;_;BOVENGRONDS;;;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_BRANDHYDRANT_BOVENGRONDS-G;0.18;150;152;150;150;252;CONTINUOUS;0.35;150;152;150;150;252;CONTINUOUS;0.35;150;152;150;150;252;V-CONTINUOUS-SO;0.35;150;152;150;150;252;CONTINUOUS;;;2.3;;;1282;1281;
WATER_BRANDLEIDING_BRANDHYDRANT_ONDERGRONDS;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;BRANDHYDRANT;_;ONDERGRONDS;;;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_BRANDHYDRANT_ONDERGRONDS-G;0.18;150;152;150;150;252;CONTINUOUS;0.35;150;152;150;150;252;CONTINUOUS;0.35;150;152;150;150;252;V-CONTINUOUS-SO;0.35;150;152;150;150;252;CONTINUOUS;;;2.3;;;1283;1281;
WATER_BRANDLEIDING_HUISAANSLUITING;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;HUISAANSLUITING;;;;;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_HUISAANSLUITING-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1284;1280;
WATER_BRANDLEIDING_HUISAANSLUITING_PE;*;-;**;-;KL;-;WATER;_;BRANDLEIDING;_;HUISAANSLUITING;_;PE;;;;;;;-;G;;;;;*-**-KL-WATER_BRANDLEIDING_HUISAANSLUITING_PE-G;0.18;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;0.35;150;152;150;150;252;V-KL-WATER-SO;0.35;150;152;150;150;252;KL-WATER-SO;;;5.0;-5.0- lijntype BS gewijzigd-5.0- lijntype NW gewijzigd-5.0- lijntype TD gewijzigd-5.0- lijntype VW gewijzigd;GEWIJZIGD;1285;1284;
