OMSCHRIJVING;STATUS;-;DISCIPLINE;-;HOOFDGROEP;-;OBJECT;_;SUBOBJECT01;_;SUBOBJECT02;_;SUBOBJECT03;_;SUBOBJECT04;_;SUBOBJECT05;-;BEWERKING;-;ELEMENT;-;SCHAAL;ARCERING;SYMBOOL;LAAGNAAM;B lineweight;B color;B color A;B color GD;B color GN;B color V;B linetype;N lineweight;N color;N color A;N color GD;N color GN;N color V;N linetype;V lineweight;V color;V color A;V color GD;V color GN;V color V;V linetype;T lineweight;T color;T color A;T color GD;T color GN;T color V;T linetype;VRKL_kort;VRKL_lang;VERSIE;WIJZIGING;STATUS;ID;KIND_VAN;
CV_HUISAANSLUITING_STAAL_DN100;*;-;**;-;KL;-;CV;_;HUISAANSLUITING;_;STAAL;_;DN100;;;;;;;-;G;;;;;*-**-KL-CV_HUISAANSLUITING_STAAL_DN100-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;655;654;
CV_HUISAANSLUITING_STAAL_DN125;*;-;**;-;KL;-;CV;_;HUISAANSLUITING;_;STAAL;_;DN125;;;;;;;-;G;;;;;*-**-KL-CV_HUISAANSLUITING_STAAL_DN125-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;656;654;
CV_HUISAANSLUITING_STAAL_DN150;*;-;**;-;KL;-;CV;_;HUISAANSLUITING;_;STAAL;_;DN150;;;;;;;-;G;;;;;*-**-KL-CV_HUISAANSLUITING_STAAL_DN150-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;657;654;
CV_HUISAANSLUITING_STAAL_DN20;*;-;**;-;KL;-;CV;_;HUISAANSLUITING;_;STAAL;_;DN20;;;;;;;-;G;;;;;*-**-KL-CV_HUISAANSLUITING_STAAL_DN20-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;658;654;
CV_HUISAANSLUITING_STAAL_DN200;*;-;**;-;KL;-;CV;_;HUISAANSLUITING;_;STAAL;_;DN200;;;;;;;-;G;;;;;*-**-KL-CV_HUISAANSLUITING_STAAL_DN200-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;659;654;
CV_HUISAANSLUITING_STAAL_DN25;*;-;**;-;KL;-;CV;_;HUISAANSLUITING;_;STAAL;_;DN25;;;;;;;-;G;;;;;*-**-KL-CV_HUISAANSLUITING_STAAL_DN25-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;660;654;
CV_HUISAANSLUITING_STAAL_DN250;*;-;**;-;KL;-;CV;_;HUISAANSLUITING;_;STAAL;_;DN250;;;;;;;-;G;;;;;*-**-KL-CV_HUISAANSLUITING_STAAL_DN250-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;661;654;
CV_HUISAANSLUITING_STAAL_DN300;*;-;**;-;KL;-;CV;_;HUISAANSLUITING;_;STAAL;_;DN300;;;;;;;-;G;;;;;*-**-KL-CV_HUISAANSLUITING_STAAL_DN300-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;662;654;
CV_HUISAANSLUITING_STAAL_DN32;*;-;**;-;KL;-;CV;_;HUISAANSLUITING;_;STAAL;_;DN32;;;;;;;-;G;;;;;*-**-KL-CV_HUISAANSLUITING_STAAL_DN32-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;663;654;
CV_HUISAANSLUITING_STAAL_DN350;*;-;**;-;KL;-;CV;_;HUISAANSLUITING;_;STAAL;_;DN350;;;;;;;-;G;;;;;*-**-KL-CV_HUISAANSLUITING_STAAL_DN350-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;664;654;
CV_HUISAANSLUITING_STAAL_DN40;*;-;**;-;KL;-;CV;_;HUISAANSLUITING;_;STAAL;_;DN40;;;;;;;-;G;;;;;*-**-KL-CV_HUISAANSLUITING_STAAL_DN40-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;665;654;
CV_HUISAANSLUITING_STAAL_DN400;*;-;**;-;KL;-;CV;_;HUISAANSLUITING;_;STAAL;_;DN400;;;;;;;-;G;;;;;*-**-KL-CV_HUISAANSLUITING_STAAL_DN400-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;666;654;
CV_HUISAANSLUITING_STAAL_DN450;*;-;**;-;KL;-;CV;_;HUISAANSLUITING;_;STAAL;_;DN450;;;;;;;-;G;;;;;*-**-KL-CV_HUISAANSLUITING_STAAL_DN450-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;667;654;
CV_HUISAANSLUITING_STAAL_DN50;*;-;**;-;KL;-;CV;_;HUISAANSLUITING;_;STAAL;_;DN50;;;;;;;-;G;;;;;*-**-KL-CV_HUISAANSLUITING_STAAL_DN50-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;668;654;
CV_HUISAANSLUITING_STAAL_DN500;*;-;**;-;KL;-;CV;_;HUISAANSLUITING;_;STAAL;_;DN500;;;;;;;-;G;;;;;*-**-KL-CV_HUISAANSLUITING_STAAL_DN500-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;669;654;
CV_HUISAANSLUITING_STAAL_DN600;*;-;**;-;KL;-;CV;_;HUISAANSLUITING;_;STAAL;_;DN600;;;;;;;-;G;;;;;*-**-KL-CV_HUISAANSLUITING_STAAL_DN600-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;670;654;
CV_HUISAANSLUITING_STAAL_DN65;*;-;**;-;KL;-;CV;_;HUISAANSLUITING;_;STAAL;_;DN65;;;;;;;-;G;;;;;*-**-KL-CV_HUISAANSLUITING_STAAL_DN65-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;671;654;
CV_HUISAANSLUITING_STAAL_DN80;*;-;**;-;KL;-;CV;_;HUISAANSLUITING;_;STAAL;_;DN80;;;;;;;-;G;;;;;*-**-KL-CV_HUISAANSLUITING_STAAL_DN80-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;672;654;
CV_HULPSTUK;*;-;**;-;KL;-;CV;_;HULPSTUK;;;;;;;;;;;-;G/S;;;;SKL-WTB_HULP;*-**-KL-CV_HULPSTUK-G/S;0.18;40;42;40;40;40;CONTINUOUS;0.35;40;42;40;40;40;CONTINUOUS;0.35;40;42;40;40;40;V-CONTINUOUS-SO;0.35;40;42;40;40;40;CONTINUOUS;;;2.3;;;673;645;
CV_HULPSTUK_AANSLUITPUNT;*;-;**;-;KL;-;CV;_;HULPSTUK;_;AANSLUITPUNT;;;;;;;;;-;G/S;;;;SKL-WTB_HULP_AANSLUITPUNT;*-**-KL-CV_HULPSTUK_AANSLUITPUNT-G;0.18;40;42;40;40;40;CONTINUOUS;0.35;40;42;40;40;40;CONTINUOUS;0.35;40;42;40;40;40;V-CONTINUOUS-SO;0.35;40;42;40;40;40;CONTINUOUS;;;2.3;;;674;673;
CV_HULPSTUK_AFSLUITER;*;-;**;-;KL;-;CV;_;HULPSTUK;_;AFSLUITER;;;;;;;;;-;G/S;;;;SKL-WTB_HULP_AFSLUITER;*-**-KL-CV_HULPSTUK_AFSLUITER-G;0.18;40;42;40;40;40;CONTINUOUS;0.35;40;42;40;40;40;CONTINUOUS;0.35;40;42;40;40;40;V-CONTINUOUS-SO;0.35;40;42;40;40;40;CONTINUOUS;;;2.3;;;675;673;
CV_HULPSTUK_OVERIG;*;-;**;-;KL;-;CV;_;HULPSTUK;_;OVERIG;;;;;;;;;-;G;;;;;*-**-KL-CV_HULPSTUK_OVERIG-G;0.18;40;42;40;40;40;CONTINUOUS;0.35;40;42;40;40;40;CONTINUOUS;0.35;40;42;40;40;40;V-CONTINUOUS-SO;0.35;40;42;40;40;40;CONTINUOUS;;;3.1;;VERVALLEN;676;673;
CV_LOCATIEPAAL;*;-;**;-;KL;-;CV;_;LOCATIEPAAL;;;;;;;;;;;-;G/S;;;;SKL-LEIDINGMERKPAAL;*-**-KL-CV_LOCATIEPAAL-G/S;0.18;40;42;40;40;40;CONTINUOUS;0.35;40;42;40;40;40;CONTINUOUS;0.35;40;42;40;40;40;V-CONTINUOUS-SO;0.35;40;42;40;40;40;CONTINUOUS;;;2.3;;;677;645;
CV_MANTELBUIS;*;-;**;-;KL;-;CV;_;MANTELBUIS;;;;;;;;;;;-;G;;;;;*-**-KL-CV_MANTELBUIS-G;0.18;40;42;40;40;40;CONTINUOUS;0.35;40;42;40;40;40;CONTINUOUS;0.35;40;42;40;40;40;V-CONTINUOUS-SO;0.35;40;42;40;40;40;CONTINUOUS;;;2.5;;;678;645;
CV_OVERIG;*;-;**;-;KL;-;CV;_;OVERIG;;;;;;;;;;;-;G;;;;;*-**-KL-CV_OVERIG-G;0.18;40;42;40;40;40;CONTINUOUS;0.35;40;42;40;40;40;CONTINUOUS;0.35;40;42;40;40;40;V-CONTINUOUS-SO;0.35;40;42;40;40;40;CONTINUOUS;;;3.1;;VERVALLEN;679;645;
CV_PUT;*;-;**;-;KL;-;CV;_;PUT;;;;;;;;;;;-;G/S;;;;SKL-WTB_PUT;*-**-KL-CV_PUT-G;0.18;40;42;40;40;40;CONTINUOUS;0.35;40;42;40;40;40;CONTINUOUS;0.35;40;42;40;40;40;V-CONTINUOUS-SO;0.35;40;42;40;40;40;CONTINUOUS;;;2.3;;;680;645;
CV_PUT_PUTKAST;*;-;**;-;KL;-;CV;_;PUT;_;PUTKAST;;;;;;;;;-;G;;;;;*-**-KL-CV_PUT_PUTKAST-G;0.18;40;42;40;40;40;CONTINUOUS;0.35;40;42;40;40;40;CONTINUOUS;0.35;40;42;40;40;40;V-CONTINUOUS-SO;0.35;40;42;40;40;40;CONTINUOUS;;;2.3;;;681;680;
CV_TRANSPORTLEIDING;*;-;**;-;KL;-;CV;_;TRANSPORTLEIDING;;;;;;;;;;;-;G;;;;;*-**-KL-CV_TRANSPORTLEIDING-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;682;645;
CV_TRANSPORTLEIDING_GVK;*;-;**;-;KL;-;CV;_;TRANSPORTLEIDING;_;GVK;;;;;;;;;-;G;;;;;*-**-KL-CV_TRANSPORTLEIDING_GVK-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;683;682;
CV_TRANSPORTLEIDING_GVK_100;*;-;**;-;KL;-;CV;_;TRANSPORTLEIDING;_;GVK;_;100;;;;;;;-;G;;;;;*-**-KL-CV_TRANSPORTLEIDING_GVK_100-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;684;683;
CV_TRANSPORTLEIDING_GVK_1000;*;-;**;-;KL;-;CV;_;TRANSPORTLEIDING;_;GVK;_;1000;;;;;;;-;G;;;;;*-**-KL-CV_TRANSPORTLEIDING_GVK_1000-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;685;683;
CV_TRANSPORTLEIDING_GVK_1200;*;-;**;-;KL;-;CV;_;TRANSPORTLEIDING;_;GVK;_;1200;;;;;;;-;G;;;;;*-**-KL-CV_TRANSPORTLEIDING_GVK_1200-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;686;683;
CV_TRANSPORTLEIDING_GVK_1400;*;-;**;-;KL;-;CV;_;TRANSPORTLEIDING;_;GVK;_;1400;;;;;;;-;G;;;;;*-**-KL-CV_TRANSPORTLEIDING_GVK_1400-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;687;683;
CV_TRANSPORTLEIDING_GVK_150;*;-;**;-;KL;-;CV;_;TRANSPORTLEIDING;_;GVK;_;150;;;;;;;-;G;;;;;*-**-KL-CV_TRANSPORTLEIDING_GVK_150-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;688;683;
CV_TRANSPORTLEIDING_GVK_200;*;-;**;-;KL;-;CV;_;TRANSPORTLEIDING;_;GVK;_;200;;;;;;;-;G;;;;;*-**-KL-CV_TRANSPORTLEIDING_GVK_200-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;689;683;
CV_TRANSPORTLEIDING_GVK_250;*;-;**;-;KL;-;CV;_;TRANSPORTLEIDING;_;GVK;_;250;;;;;;;-;G;;;;;*-**-KL-CV_TRANSPORTLEIDING_GVK_250-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;690;683;
CV_TRANSPORTLEIDING_GVK_300;*;-;**;-;KL;-;CV;_;TRANSPORTLEIDING;_;GVK;_;300;;;;;;;-;G;;;;;*-**-KL-CV_TRANSPORTLEIDING_GVK_300-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;691;683;
CV_TRANSPORTLEIDING_GVK_350;*;-;**;-;KL;-;CV;_;TRANSPORTLEIDING;_;GVK;_;350;;;;;;;-;G;;;;;*-**-KL-CV_TRANSPORTLEIDING_GVK_350-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;692;683;
CV_TRANSPORTLEIDING_GVK_400;*;-;**;-;KL;-;CV;_;TRANSPORTLEIDING;_;GVK;_;400;;;;;;;-;G;;;;;*-**-KL-CV_TRANSPORTLEIDING_GVK_400-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;693;683;
CV_TRANSPORTLEIDING_GVK_450;*;-;**;-;KL;-;CV;_;TRANSPORTLEIDING;_;GVK;_;450;;;;;;;-;G;;;;;*-**-KL-CV_TRANSPORTLEIDING_GVK_450-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;694;683;
CV_TRANSPORTLEIDING_GVK_500;*;-;**;-;KL;-;CV;_;TRANSPORTLEIDING;_;GVK;_;500;;;;;;;-;G;;;;;*-**-KL-CV_TRANSPORTLEIDING_GVK_500-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;695;683;
CV_TRANSPORTLEIDING_GVK_600;*;-;**;-;KL;-;CV;_;TRANSPORTLEIDING;_;GVK;_;600;;;;;;;-;G;;;;;*-**-KL-CV_TRANSPORTLEIDING_GVK_600-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;696;683;
CV_TRANSPORTLEIDING_GVK_700;*;-;**;-;KL;-;CV;_;TRANSPORTLEIDING;_;GVK;_;700;;;;;;;-;G;;;;;*-**-KL-CV_TRANSPORTLEIDING_GVK_700-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;697;683;
CV_TRANSPORTLEIDING_GVK_750;*;-;**;-;KL;-;CV;_;TRANSPORTLEIDING;_;GVK;_;750;;;;;;;-;G;;;;;*-**-KL-CV_TRANSPORTLEIDING_GVK_750-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;698;683;
CV_TRANSPORTLEIDING_GVK_800;*;-;**;-;KL;-;CV;_;TRANSPORTLEIDING;_;GVK;_;800;;;;;;;-;G;;;;;*-**-KL-CV_TRANSPORTLEIDING_GVK_800-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;699;683;
CV_TRANSPORTLEIDING_GVK_900;*;-;**;-;KL;-;CV;_;TRANSPORTLEIDING;_;GVK;_;900;;;;;;;-;G;;;;;*-**-KL-CV_TRANSPORTLEIDING_GVK_900-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;700;683;
CV_TRANSPORTLEIDING_STAAL;*;-;**;-;KL;-;CV;_;TRANSPORTLEIDING;_;STAAL;;;;;;;;;-;G;;;;;*-**-KL-CV_TRANSPORTLEIDING_STAAL-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;701;682;
CV_TRANSPORTLEIDING_STAAL_DN100;*;-;**;-;KL;-;CV;_;TRANSPORTLEIDING;_;STAAL;_;DN100;;;;;;;-;G;;;;;*-**-KL-CV_TRANSPORTLEIDING_STAAL_DN100-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;702;701;
CV_TRANSPORTLEIDING_STAAL_DN125;*;-;**;-;KL;-;CV;_;TRANSPORTLEIDING;_;STAAL;_;DN125;;;;;;;-;G;;;;;*-**-KL-CV_TRANSPORTLEIDING_STAAL_DN125-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;703;701;
CV_TRANSPORTLEIDING_STAAL_DN150;*;-;**;-;KL;-;CV;_;TRANSPORTLEIDING;_;STAAL;_;DN150;;;;;;;-;G;;;;;*-**-KL-CV_TRANSPORTLEIDING_STAAL_DN150-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;704;701;
CV_TRANSPORTLEIDING_STAAL_DN20;*;-;**;-;KL;-;CV;_;TRANSPORTLEIDING;_;STAAL;_;DN20;;;;;;;-;G;;;;;*-**-KL-CV_TRANSPORTLEIDING_STAAL_DN20-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;705;701;
CV_TRANSPORTLEIDING_STAAL_DN200;*;-;**;-;KL;-;CV;_;TRANSPORTLEIDING;_;STAAL;_;DN200;;;;;;;-;G;;;;;*-**-KL-CV_TRANSPORTLEIDING_STAAL_DN200-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;706;701;
CV_TRANSPORTLEIDING_STAAL_DN25;*;-;**;-;KL;-;CV;_;TRANSPORTLEIDING;_;STAAL;_;DN25;;;;;;;-;G;;;;;*-**-KL-CV_TRANSPORTLEIDING_STAAL_DN25-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;707;701;
CV_TRANSPORTLEIDING_STAAL_DN250;*;-;**;-;KL;-;CV;_;TRANSPORTLEIDING;_;STAAL;_;DN250;;;;;;;-;G;;;;;*-**-KL-CV_TRANSPORTLEIDING_STAAL_DN250-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;708;701;
CV_TRANSPORTLEIDING_STAAL_DN300;*;-;**;-;KL;-;CV;_;TRANSPORTLEIDING;_;STAAL;_;DN300;;;;;;;-;G;;;;;*-**-KL-CV_TRANSPORTLEIDING_STAAL_DN300-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;709;701;
CV_TRANSPORTLEIDING_STAAL_DN32;*;-;**;-;KL;-;CV;_;TRANSPORTLEIDING;_;STAAL;_;DN32;;;;;;;-;G;;;;;*-**-KL-CV_TRANSPORTLEIDING_STAAL_DN32-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;710;701;
CV_TRANSPORTLEIDING_STAAL_DN350;*;-;**;-;KL;-;CV;_;TRANSPORTLEIDING;_;STAAL;_;DN350;;;;;;;-;G;;;;;*-**-KL-CV_TRANSPORTLEIDING_STAAL_DN350-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;711;701;
CV_TRANSPORTLEIDING_STAAL_DN40;*;-;**;-;KL;-;CV;_;TRANSPORTLEIDING;_;STAAL;_;DN40;;;;;;;-;G;;;;;*-**-KL-CV_TRANSPORTLEIDING_STAAL_DN40-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;712;701;
CV_TRANSPORTLEIDING_STAAL_DN400;*;-;**;-;KL;-;CV;_;TRANSPORTLEIDING;_;STAAL;_;DN400;;;;;;;-;G;;;;;*-**-KL-CV_TRANSPORTLEIDING_STAAL_DN400-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;713;701;
CV_TRANSPORTLEIDING_STAAL_DN450;*;-;**;-;KL;-;CV;_;TRANSPORTLEIDING;_;STAAL;_;DN450;;;;;;;-;G;;;;;*-**-KL-CV_TRANSPORTLEIDING_STAAL_DN450-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;714;701;
CV_TRANSPORTLEIDING_STAAL_DN50;*;-;**;-;KL;-;CV;_;TRANSPORTLEIDING;_;STAAL;_;DN50;;;;;;;-;G;;;;;*-**-KL-CV_TRANSPORTLEIDING_STAAL_DN50-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;715;701;
CV_TRANSPORTLEIDING_STAAL_DN500;*;-;**;-;KL;-;CV;_;TRANSPORTLEIDING;_;STAAL;_;DN500;;;;;;;-;G;;;;;*-**-KL-CV_TRANSPORTLEIDING_STAAL_DN500-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;716;701;
CV_TRANSPORTLEIDING_STAAL_DN600;*;-;**;-;KL;-;CV;_;TRANSPORTLEIDING;_;STAAL;_;DN600;;;;;;;-;G;;;;;*-**-KL-CV_TRANSPORTLEIDING_STAAL_DN600-G;0.18;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;0.35;40;42;40;40;40;V-KL-CV-SO;0.35;40;42;40;40;40;KL-CV-SO;;;2.3;;;717;701;
